# Portals of Dereth: where each one stands and where it leads.
# name,from_cell,from_x,from_y,from_z,to_cell,to_x,to_y,to_z
# Cells are hex; the x/y/z are local to the cell's landblock.
# Regenerate with reference/scripts/data/portals.sh (reads the
# ACE world database, which is the community's reconstruction of
# retail's server data; the client has no copy of its own).
Surface,1A60211,90.0,-17.5,0.0,3F320037,155.2,163.3,34.0
Surface,1A70103,-0.1,-522.6,0.0,93CB0105,12.0,24.0,101.3
Surface,1A701A7,17.1,-0.1,138.0,90D00107,95.5,84.0,277.3
Surface,1A80153,40.0,0.0,0.0,AE71001B,73.0,55.0,20.0
Surface Portal,1A90127,70.0,-60.0,-66.0,24840033,150.6,71.3,340.0
Portal to Lighthouse,1A902D2,50.0,-14.7,0.0,23840014,61.8,80.5,645.8
Deeper Catacombs,1AA010B,109.8,-4.4,-30.0,57530253,10.2,-92.2,0.0
Surface,1AA01FA,41.6,-51.1,0.0,C8B30008,8.9,173.9,242.5
Surface,1AB0150,45.6,-20.2,0.0,942D001A,73.4,45.8,120.3
Destroyed Lytelthorpe Portal,1AC0100,-2.4,-7.5,0.0,C0800007,11.7,155.6,33.0
Destroyed Portal to Samsur,1AC0104,-2.8,-22.7,0.0,977B000C,25.8,73.9,0.0
Portal to Town Network,1AC0104,-1.6,-21.4,0.2,70145,70.0,-80.0,0.0
Destroyed Portal to Yanshi,1AC0108,12.2,-7.7,0.0,B9720021,119.5,1.7,24.0
Surface,1AC0112,9.9,-32.1,0.0,AB840038,167.0,180.5,64.0
Surface,1AD0117,30.0,-40.0,0.0,C68C001F,94.2,149.8,28.6
Surface Portal,1AE0117,40.0,-90.0,-30.0,AFC6015C,102.7,58.6,116.1
Colier Mine Portal,1AE019B,56.6,-60.2,-18.0,1AE020A,113.6,-29.4,-12.0
Colier Mine Portal,1AE01A7,73.0,-80.6,-18.0,1AE0212,110.0,-46.4,-12.0
Colier Mine Portal,1AE01AF,78.8,-99.9,-18.0,1AE026F,170.4,-46.0,-12.0
Colier Mine Portal,1AE01C0,101.4,-80.1,-18.0,1AE025A,163.7,-30.2,-12.0
Surface Portal,1AE02F9,140.5,-2.9,-6.0,AFC6015C,102.7,58.6,116.1
Surface Portal,1AE031D,70.6,-91.1,0.1,AFC6015C,102.7,58.6,116.1
Surface,1AF0121,50.3,-27.5,0.0,BC970002,4.0,37.3,1.9
Destroyed Eastham Portal,1B0011D,39.9,-70.0,0.2,CE940035,151.1,112.6,17.4
Surface,1B102C0,50.0,0.0,6.0,C92D0021,108.2,3.5,158.0
Mayoi Portal,1B20102,10.0,-40.0,-0.1,E6320021,107.4,10.8,29.9
Portal to Shoushi,1B2013A,48.8,-8.4,-0.1,DA55001D,84.8,99.0,20.0
Portal to Hebian-To,1B20197,102.8,-40.1,-0.1,E64E002F,138.3,161.9,20.0
Surface,1B30120,50.0,0.0,0.0,ADB50035,154.2,119.0,105.0
Surface,1B40136,100.0,-10.0,0.0,D33F0027,105.5,150.4,202.0
Surface,1B50101,-3.5,-69.7,0.0,D63F0007,14.7,165.4,262.4
Surface,1B6010E,10.0,0.0,0.0,D85D000D,34.6,116.0,12.1
Surface,1B701AC,10.0,0.0,0.0,D954001D,79.9,114.5,20.0
Surface Portal,1B80127,20.0,-50.0,0.0,C48D0010,44.7,174.7,15.2
Destroyed Portal to Samsur,1B90120,0.0,-20.0,0.0,977B000C,25.8,73.9,0.0
Ancient Town,1BA018F,80.0,-27.9,0.0,B1320012,66.2,39.1,50.5
Surface,1BB0152,60.1,3.1,0.0,E54D0025,104.1,111.5,24.0
Surface,1BC0121,58.6,-31.9,0.2,5119002C,141.7,74.0,68.1
Surface Portal,1BD0100,10.0,-70.0,0.0,1643003F,190.4,161.3,24.0
Surface Portal,1BE0195,140.0,-90.0,-12.0,228E0026,101.1,132.1,260.0
Surface Portal,1BE01C6,80.0,-60.0,-6.0,228E0026,101.1,132.1,260.0
Surface,1BF01A2,40.0,-51.7,0.1,519D0032,148.6,40.1,27.6
Surface,1C00123,0.6,-58.9,0.1,3C4E002D,121.1,118.2,32.0
Surface,1C10234,62.5,-130.0,6.0,33890002,3.0,36.9,26.0
Destroyed Portal to Holtburg,1C2011F,80.0,-50.0,-24.0,A9B40019,84.0,7.1,94.0
Fort Witshire Surface,1C201BB,50.0,0.0,0.0,AE9E0025,115.8,118.7,90.0
Surface,1C30106,9.7,-83.6,0.0,C4360022,111.9,28.9,63.0
Surface,1C40110,16.9,-119.8,0.0,9E5A000F,28.5,165.9,42.0
Surface,1C50138,40.0,0.0,-6.0,C0600021,108.2,2.4,6.0
Surface,1C6017D,6.9,0.1,0.0,A8AC0011,50.0,8.8,82.0
Surface,1C70127,48.0,-50.3,0.0,961A0005,23.0,115.1,278.0
Surface,1C8010B,7.4,-58.3,0.0,9726000B,31.7,66.2,140.5
Destroyed Portal to Zaikhal,1C90100,63.0,-180.0,-72.0,80900013,64.9,55.7,124.0
Destroyed Portal to Samsur,1C90101,63.0,-190.0,-72.0,977B000C,25.8,73.9,0.0
Destroyed Portal to Rithwic,1C90102,70.0,-174.8,-72.0,C98C0028,113.7,190.3,22.0
Destroyed Portal to Yaraq,1C90107,70.0,-197.0,-72.0,7D64000D,31.9,104.6,11.9
Destroyed Glenden Wood Portal,1C90108,83.0,-160.0,-72.0,A0A40025,96.3,119.8,60.0
Destroyed Qalaba'r Portal,1C9010D,83.0,-210.0,-72.0,9722003A,168.4,24.6,102.0
Destroyed Portal to Holtburg,1C9010E,90.0,-154.8,-72.0,A9B40019,84.0,7.1,94.0
Underground City Portal,1C90119,90.0,-217.0,-72.0,1E901AD,120.0,-130.0,-12.0
Destroyed Portal to Arwic,1C9011A,95.2,-160.0,-72.0,C6A90009,46.8,4.2,42.0
Surface,1C9011F,95.2,-210.0,-72.0,C3AB0021,109.6,7.4,116.1
Destroyed Portal to Cragstone,1C90120,110.0,-174.8,-72.0,BB9F0040,169.4,168.3,54.0
Destroyed Mayoi Portal,1C90125,110.0,-197.0,-72.0,E6320021,107.4,10.8,29.9
Destroyed Portal to Shoushi,1C90126,115.2,-180.0,-72.0,DA55001D,84.8,99.0,20.0
Destroyed Portal to Hebian-To,1C90127,115.2,-190.0,-72.0,E64E002F,138.3,161.9,20.0
Surface,1C90231,80.0,-20.0,0.0,C3AB0021,109.6,7.4,116.1
Destroyed Portal to Hebian-To,1CA0101,20.0,-74.8,-78.0,E64E002F,138.3,161.9,20.0
Surface,1CA0105,20.0,-87.0,-78.0,E74D0029,126.6,15.5,32.0
Destroyed Portal to Shoushi,1CA010A,33.0,-100.0,-78.0,DA55001D,84.8,99.0,20.0
Destroyed Portal to Hebian-To,1CA0171,50.2,-3.1,-30.0,E64E002F,138.3,161.9,20.0
Destroyed Portal to Hebian-To,1CA0186,70.0,-84.8,-24.0,E64E002F,138.3,161.9,20.0
Destroyed Portal to Hebian-To,1CA01B3,35.2,-100.0,-18.0,E64E002F,138.3,161.9,20.0
Destroyed Portal to Hebian-To,1CA01F2,60.0,-174.8,-12.0,E64E002F,138.3,161.9,20.0
Destroyed Portal to Hebian-To,1CA0287,30.9,-193.6,0.0,E64E002F,138.3,161.9,20.0
Surface,1CB0106,510.1,-103.4,-6.0,3EF5002A,129.5,43.3,1.2
Surface,1CB0360,1.0,-41.0,66.0,3EF5002A,129.5,43.3,1.2
Surface,1CC01E1,60.0,-90.0,12.0,8196001F,74.7,154.4,179.0
Surface,1CC0255,82.0,-90.0,30.0,8196001F,74.7,154.4,179.0
Surface,1CD0145,40.0,-63.0,0.0,C9900018,65.5,180.2,14.0
Surface,1CE012C,50.0,-110.0,-18.0,211F0037,162.5,148.2,46.0
Surface,1CE0152,20.0,-70.0,-12.0,211F0037,162.5,148.2,46.0
Surface,1CE0161,40.0,-70.0,-12.0,211F0037,162.5,148.2,46.0
Surface,1CE0170,60.0,-70.0,-12.0,211F0037,162.5,148.2,46.0
Surface,1CE017C,80.0,-70.0,-12.0,211F0037,162.5,148.2,46.0
Surface,1CE0197,30.0,-30.0,-6.0,211F0037,162.5,148.2,46.0
Surface,1CE01AA,70.0,-30.0,-6.0,211F0037,162.5,148.2,46.0
Surface,1CE01C6,50.0,0.0,0.0,211F0037,162.5,148.2,46.0
Surface Portal,1CF023C,128.1,-166.8,6.2,CE960037,144.7,148.1,14.0
Surface Portal,1CF0291,40.2,-38.2,24.0,CE960037,144.7,148.1,14.0
Surface,1D00124,52.6,-0.0,0.0,B870001B,73.2,53.3,16.1
Surface,1D1010D,70.0,-50.0,-78.0,EF0D0021,97.4,19.5,107.6
Holtburg,1D201F7,80.1,-57.5,-6.0,A7B70037,155.9,146.3,28.0
Surface,1D202F4,47.8,-60.2,12.0,A8C3002F,139.5,154.8,140.2
Surface,1D203A5,62.4,-11.7,36.0,A7C50019,93.9,0.4,296.3
Surface,1D203A6,62.0,-126.9,36.0,A7C50012,66.5,30.2,306.4
Base of Mt. Zabool,1D3010C,10.0,-20.0,0.0,979A0036,148.7,125.8,41.2
Top of Mt. Zabool,1D301BC,9.8,-3.7,120.0,9699002F,122.9,164.5,224.0
Surface,1D40100,20.0,-10.0,0.0,9395001E,78.8,140.8,105.7
Surface,1D40123,60.0,-50.0,0.0,9395001E,78.8,140.8,105.7
Bellig Top,1D4021B,40.0,-20.0,114.0,93950023,98.4,67.7,224.0
Exit,1D50102,0.9,-18.6,6.1,8E8E000C,29.7,74.6,112.0
To Top of Mt. Syliph,1D501BF,30.8,-19.2,66.5,8D8E0037,159.0,165.7,224.0
Surface,1D601B0,130.1,-36.9,0.0,8F990039,191.0,1.4,90.5
Surface,1D601B9,143.6,-0.5,0.0,8F990039,191.0,1.4,90.5
Direlands Midland Portal,1D70193,100.0,-17.3,-18.0,2E110031,155.5,10.2,56.0
Surface,1D7026E,36.6,-153.6,0.0,918D0032,156.5,36.7,27.1
Surface,1D80112,37.9,-1.3,0.1,C78D0012,64.5,25.6,22.2
Surface,1D90100,-3.2,-50.5,0.0,7C640040,189.4,189.6,11.6
Sea Temple Catacombs,1D90114,40.5,-47.3,0.0,156018F,49.1,-61.9,0.0
Surface,1DA0111,20.0,-4.0,0.0,BA6F0022,104.4,45.6,8.8
Moss Chamber,1DB0139,110.0,-90.0,-24.0,2A30101,0.0,-10.0,0.0
Surface,1DB01DB,60.0,-37.4,0.0,7E91002A,120.2,26.2,76.1
Surface,1DC0155,39.8,-70.3,0.0,E74C003E,183.2,133.0,32.1
Surface,1DD012E,30.5,-67.6,-6.0,A8B10016,60.3,128.1,50.6
Destroyed Baishi Portal,1DE011B,53.0,-30.0,-6.0,CE410007,12.6,152.8,55.1
Surface,1DE01A5,29.9,-78.5,0.0,E531000A,35.1,34.5,96.5
Surface,1DE01B2,40.3,-59.3,0.0,E531000A,35.1,34.5,96.5
Surface,1DF0107,7.3,-38.4,0.0,CC52003A,170.6,37.8,53.4
Surface,1E00114,32.5,-30.2,0.0,B1AC0016,57.1,123.7,30.0
Surface,1E1021F,120.6,-93.1,-6.0,D0950036,162.2,143.3,0.0
Surface,1E1027A,120.2,-5.5,0.0,D0950036,162.2,143.3,0.0
Surface Portal,1E2012E,80.0,-7.3,-18.0,BDD20128,157.2,80.3,186.0
Surface Portal,1E20228,68.2,-57.2,12.0,BDD20128,157.2,80.3,186.0
North Glenden Prison,1E30105,82.4,-36.9,-29.6,1E401FE,42.0,-14.0,6.0
Surface,1E30332,149.7,-162.5,0.0,A0A4001F,76.1,158.7,67.2
North Glenden Prison,1E4010D,52.0,-20.0,-24.1,1E401FE,42.0,-14.0,6.0
North Glenden Prison,1E40157,63.1,-16.9,-18.1,1E401FE,42.0,-14.0,6.0
Commander's Quarters,1E40180,49.0,-22.0,-12.1,1E40157,61.0,-20.0,-18.0
Surface,1E40206,50.6,-6.5,5.9,9FA7001A,89.7,31.0,65.1
Surface,1E50203,71.3,-60.9,0.0,D85C003E,177.7,135.0,12.0
Surface,1E50205,70.9,-78.7,0.0,D85C003E,177.7,135.0,12.0
Surface,1E50214,89.1,-61.3,0.0,D85C003E,177.7,135.0,12.0
Surface,1E50216,88.7,-79.1,0.0,D85C003E,177.7,135.0,12.0
Surface,1E60107,0.0,-126.3,-18.0,BED3003C,172.4,83.2,152.0
Surface,1E60255,145.9,-182.8,6.0,BED3003C,172.4,83.2,152.0
Surface,1E7011E,61.9,-2.5,0.2,957A0002,17.9,26.9,20.1
Surface,1E8016D,6.7,-53.4,0.0,977C0036,164.0,131.0,20.0
Surface,1E90100,59.7,-138.7,-18.0,C29A0031,162.9,23.3,75.1
Surface,1E90193,107.7,-87.9,-11.9,C29A0031,162.9,23.3,75.1
Hidden Dungeon Portal,1E901C2,149.7,0.9,-12.0,536A0282,0.0,-120.0,0.0
Surface,1EA0419,50.1,-61.8,54.0,147C0023,108.1,60.6,145.0
Surface,1EA041D,58.2,-50.1,54.0,147C0023,108.1,60.6,145.0
Surface,1EA041F,61.8,-69.9,54.0,147C0023,108.1,60.6,145.0
Surface,1EA0423,69.9,-58.2,54.0,147C0023,108.1,60.6,145.0
Lola's Den,1EB010E,126.6,-39.9,-66.0,1EB0118,150.0,0.0,-66.0
Lola's Den,1EB0119,152.1,-41.2,-66.0,1EB0124,180.0,-6.0,-66.0
Lola's Den,1EB012C,206.4,-40.0,-66.0,1EB0135,220.0,-34.7,-66.0
Lola's Den,1EB0142,240.0,-36.0,-66.0,1EB010D,120.0,-40.1,-66.0
Surface,1EB0224,89.9,-216.4,-30.1,28F20013,60.0,60.0,48.0
Surface,1EC0155,10.0,-110.0,0.0,A8DF0010,32.6,175.9,29.9
Secured Vault Sewers,1EC0181,40.0,0.0,0.0,D02EE,110.0,0.0,0.0
Surface,1ED014A,72.0,-157.6,-18.0,B69A0023,98.6,57.8,33.4
Surface,1ED032B,129.3,-62.5,12.0,B69A0023,98.6,57.8,33.4
Old Mine,1EF0177,53.0,-140.0,-36.0,19001F3,18.0,-12.5,0.0
Surface,1EF0187,60.0,-123.6,-36.0,C6A9002A,133.3,32.3,43.7
Moss Chamber,1EF0199,66.6,-130.0,-36.0,1DB01DC,60.0,-60.0,0.0
Surface,1EF03DD,71.8,-70.3,0.3,C6A9002A,133.3,32.3,43.7
Surface,1F10101,7.4,-40.0,0.0,CD960004,20.0,76.0,30.3
Surface,1F30114,10.0,-70.0,0.0,8B680003,11.9,58.0,10.0
Surface,1F301C6,140.0,-90.0,0.0,8B680003,11.9,58.0,10.0
Surface Portal,1F4010E,40.1,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,1F40145,180.0,-40.1,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,1F4017B,319.9,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,1F402DD,180.0,-183.6,0.0,BC110014,49.0,73.0,240.0
Surface Portal,1F50273,60.0,-120.0,6.0,B7EB0024,111.0,95.6,25.3
Surface,1F60101,98.0,-169.9,-24.0,A8B50040,187.3,175.4,28.0
Surface,1F601DB,70.0,-27.2,-6.0,A8B50040,187.3,175.4,28.0
Surface,1F6022E,38.9,1.4,0.1,A8B50040,187.3,175.4,28.0
Surface,1F701C2,20.1,-98.4,-12.0,DA54002A,135.1,42.7,34.0
Destroyed Portal to Shoushi,1F701E5,90.2,-92.3,-6.0,DA55001D,84.8,99.0,20.0
Surface,1F801C0,1.4,-91.4,0.3,C7B20010,39.2,176.0,307.2
Surface,1F8031E,128.3,-120.6,0.0,C7B20010,39.2,176.0,307.2
Outside Accursed Halls Portal,1F9010C,20.0,-140.0,-18.0,3761000C,37.3,80.2,40.0
Outside Accursed Halls Portal,1F902A0,90.0,-10.0,30.0,3761000C,37.3,80.2,40.0
Outside Accursed Halls Portal,1F90345,120.0,-30.0,60.0,3761000C,37.3,80.2,40.0
Surface,1FA0139,90.0,-80.0,-18.0,8391003B,190.8,64.4,146.3
Surface,1FA022B,100.0,-130.0,-6.0,8391003B,190.8,64.4,146.3
Surface,1FA0356,87.9,-58.6,6.0,8391003B,190.8,64.4,146.3
Surface,1FB0206,87.2,-19.9,0.0,7D60003A,191.5,27.4,23.8
Surface Portal,1FC0115,18.9,-71.6,0.0,BB700029,124.6,19.8,5.9
Surface,1FD01B1,170.0,-40.0,-6.0,C58C001B,72.2,71.1,30.0
Surface,1FD0211,89.8,-82.8,0.0,C58C001B,72.2,71.1,30.0
Surface,1FD02EB,130.0,-70.0,12.0,C58C001B,72.2,71.1,30.0
Surface,1FE0139,27.7,2.3,-24.1,22E30040,180.0,180.0,79.0
Surface,1FE02CB,183.4,-183.6,-0.1,22E30040,180.0,180.0,79.0
Portal to Burun Fortress,2780109,10.4,-233.5,-54.0,B95F001D,78.0,96.7,6.0
Portal to Burun Fortress,27A0122,90.0,-120.0,-42.0,B95F001D,78.0,96.7,6.0
Portal to Burun Fortress,27B0130,141.4,-196.6,-30.0,B95F001D,78.0,96.7,6.0
Surface Exit,27C015B,190.2,-256.0,-6.0,24C10002,30.0,50.0,96.5
Surface Exit,27C01A0,29.8,-8.7,0.0,24C10002,30.0,50.0,96.5
Surface Exit,27D0161,160.0,-622.9,-30.1,1FC20023,105.0,56.0,80.0
Surface Exit,27D02A6,120.0,0.0,0.0,1FC20023,105.0,56.0,80.0
Surface Exit,27E010B,131.3,-10.9,-12.0,1FC90008,30.0,150.0,1.0
Surface Exit,27E0262,40.0,-600.0,18.0,1FC90008,30.0,150.0,1.0
Surface Portal,27F011D,83.6,-30.0,-60.0,1FBB0028,119.5,176.0,83.5
Surface Portal,27F01DC,13.1,-60.0,-5.8,1FBB0028,119.5,176.0,83.5
Surface Portal,27F0230,30.0,-40.0,6.0,1FBB0028,119.5,176.0,83.5
Portal to Burun Fortress,280012E,70.8,-41.3,-96.0,B95F001D,78.0,96.7,6.0
Surface Exit,282010E,20.0,-110.0,-12.0,20B70008,40.0,150.0,91.0
Surface Exit,2820201,91.3,-21.8,0.0,20B70008,40.0,150.0,91.0
Surface Exit,2830106,48.9,-128.4,-18.0,29B6003A,150.0,50.0,23.0
Surface Exit,2830159,4.4,-10.1,0.0,29B6003A,150.0,50.0,23.0
Surface Exit,2840193,130.2,-109.1,-12.0,18B30030,137.2,183.1,20.0
Surface Exit,284020B,1.9,-18.5,0.0,18B30030,137.2,183.1,20.0
Royal Hive Portal,2850100,100.0,-86.5,-35.8,2880280,90.0,-20.0,-12.0
Surface Portal,285023F,100.0,-33.2,-12.0,1CBE0028,111.0,175.0,100.0
Surface Portal,285024E,100.0,-126.9,-11.8,1CBE0028,111.0,175.0,100.0
Surface Portal,28502E2,10.1,-80.0,0.1,1CBE0028,111.0,175.0,100.0
Surface Portal,2850359,189.9,-80.0,0.1,1CBE0028,111.0,175.0,100.0
Exit to the Surface,2860216,90.0,-70.0,-18.0,18B30014,58.1,90.6,21.6
Exit to the Surface,28602B7,20.0,-70.0,0.0,18B30014,58.1,90.6,21.6
Exit to the Surface,287018A,96.8,-60.2,-6.0,20B00001,8.0,10.9,0.0
Exit to the Surface,2870215,80.2,-3.3,0.0,20B00001,8.0,10.9,0.0
Royal Hive Portal,2880100,40.0,-53.2,-90.0,2880280,90.0,-20.0,-12.0
Mount Elyrii Hive Portal,2880264,33.7,-70.0,-12.0,3A7010F,200.0,-10.0,-84.0
Wasteland Hive Portal,2880279,90.0,-13.4,-12.0,285010A,100.0,-70.0,-30.0
North Fork Dam Hive Portal,28802A7,146.6,-70.0,-12.0,3A60102,51.0,-50.0,-42.0
Surface Portal,28902BA,110.0,-3.8,-24.0,1DBD0011,60.0,11.0,96.0
Surface Portal,28A01C8,30.0,-53.5,-36.0,1DBE002F,126.0,166.0,96.0
Surface Portal,28B0109,99.1,-80.9,-60.0,1EC0003A,187.0,24.0,100.0
Surface Portal,28C0134,80.0,-17.4,-42.0,21BC000E,46.0,125.0,114.0
Surface Portal,28C021C,90.0,-66.9,-17.8,21BC000E,46.0,125.0,114.0
Surface Portal,28D010A,20.0,-30.0,-96.0,24B80037,146.0,153.0,122.0
Surface Portal,28D02EF,60.0,-86.3,0.0,24B80037,146.0,153.0,122.0
Exit to the Surface,28E01BF,170.0,-87.3,-12.0,24BC003C,173.2,94.7,22.1
Exit to the Surface,28E0289,130.0,-40.0,-6.0,24BC003C,173.2,94.7,22.1
Exit to the Surface,28E0384,130.0,-40.0,0.0,24BC003C,173.2,94.7,22.1
Exit,28F014A,72.7,-53.4,-18.0,B7630019,74.5,21.2,14.0
Exit,28F018B,4.2,-20.2,0.0,B7630019,74.5,21.2,14.0
Exit,290010C,70.0,-183.4,-42.0,BE890027,106.7,146.5,41.4
Exit,29002C2,40.0,1.6,0.0,BE890027,106.7,146.5,41.4
Exit,291037F,194.0,-120.0,6.0,2E43000C,33.0,80.0,7.5
Exit,2910395,226.0,-120.0,6.0,2E43000C,33.0,80.0,7.5
Singularity Caul,29103C3,210.0,-10.0,18.0,9040008,11.4,188.6,87.7
Exit to the Surface,292021E,30.0,-60.0,0.0,15B10026,111.0,143.3,-0.1
Exit Portal,293029E,80.0,-35.4,0.0,1DBB0019,92.0,20.0,25.0
Surface,2940100,0.0,-60.0,0.0,7C130008,20.4,190.4,5.3
Surface,2950104,150.0,-800.0,-42.0,3129000D,37.0,98.8,68.0
Surface,295026E,160.0,-280.0,6.0,3129000D,37.0,98.8,68.0
Surface Portal,2960102,82.0,-758.0,-18.0,E0320011,70.3,14.7,276.2
Surface Portal,29601B8,20.0,0.0,0.0,E0320011,70.3,14.7,276.2
Surface Portal,2970147,117.0,-777.8,-24.0,BA6F0036,167.7,129.5,6.1
Surface Portal,2970217,190.0,-90.0,-12.0,BA6F0036,167.7,129.5,6.1
Surface Portal,298010A,200.0,-410.0,-18.0,7C130008,20.4,190.4,5.3
Surface Portal,298022C,190.0,-200.0,0.0,7C130008,20.4,190.4,5.3
Surface Portal,298022E,190.0,-220.0,0.0,7C130008,20.4,190.4,5.3
Surface Portal,298023F,210.0,-200.0,0.0,7C130008,20.4,190.4,5.3
Surface Portal,2980241,210.0,-220.0,0.0,7C130008,20.4,190.4,5.3
Surface Portal,29802A4,200.0,0.0,12.0,7C130008,20.4,190.4,5.3
Surface Portal,2990118,72.7,-97.0,0.0,B3810020,82.8,189.2,24.0
Surface Portal,29A0130,250.0,-200.0,-6.0,A432000C,37.8,75.1,154.3
Gredaline Consulate,29A01F2,170.0,-230.0,0.0,29B0318,280.0,-300.0,6.0
Surface Portal,29B02E3,270.0,-270.0,0.0,A432000C,37.8,75.1,154.3
Surface Portal,29B02F5,290.0,-270.0,0.0,A432000C,37.8,75.1,154.3
The Envoy's Chamber,29B0358,280.0,-530.0,30.0,29A01F1,170.0,-220.0,0.0
Outside Linvak Tukal,29C0110,5.1,-299.9,0.0,A220002F,139.0,146.3,321.6
Portal to Linvak Tukal,29C02A7,65.0,-439.7,12.0,A21E001A,83.0,38.0,560.4
Exit,29D0103,5.4,1.5,0.0,937C003B,183.0,48.0,36.0
Small Mnemosyne Collection Site,29D0105,5.1,-22.0,0.0,29D0106,50.0,-50.0,0.0
Exit,29D0106,53.5,-47.7,0.0,937C003B,183.0,48.0,36.0
Large Mnemosyne Collection Site,29D010B,55.3,-72.7,0.0,29D010C,100.0,0.0,0.0
Exit,29D0111,105.9,-21.6,0.0,937C003B,183.0,48.0,36.0
Aerbax Haven,29E0119,50.0,-640.0,-18.0,29F017E,60.0,-610.0,0.0
Surface,29E0122,50.0,-690.0,-18.0,89720026,112.5,130.2,10.0
Surface,29E0268,50.0,0.0,6.0,89720026,112.5,130.2,10.0
Surface,29F017F,60.0,-617.5,0.0,89720026,112.5,130.2,10.0
Surface,29F0303,140.0,-3.6,12.0,89720026,112.5,130.2,10.0
Surface,2A002FE,285.3,-350.1,0.0,80710011,52.2,21.4,10.4
Surface Portal,2A10175,280.0,0.0,-36.0,16350015,50.0,113.4,63.8
Surface Portal,2A102A2,90.0,-220.0,18.0,16350015,50.0,113.4,63.8
Surface Portal,2A102A4,90.0,-280.0,18.0,16350015,50.0,113.4,63.8
Surface Portal,2A2010E,40.1,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A20145,180.0,-40.1,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A2017B,319.9,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A202DD,180.0,-183.6,0.0,BC110014,49.0,73.0,240.0
Surface,2A30107,9.9,-31.2,-0.1,7E91002A,120.2,26.2,76.1
Surface,2A40101,60.0,-640.0,-18.0,91460001,16.7,20.1,10.0
Surface,2A4010E,60.0,0.0,-12.0,91460001,16.7,20.1,10.0
Surface,2A5015B,80.0,0.4,-24.0,7F760009,42.7,4.3,10.0
Surface,2A502B3,100.0,-680.0,6.0,7F760009,42.7,4.3,10.0
Surface Portal,2A6010E,40.1,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A60145,180.0,-40.1,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A6017B,319.9,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A602DD,180.0,-183.6,0.0,BC110014,49.0,73.0,240.0
Surface Portal,2A7010E,40.1,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A70145,180.0,-40.1,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A7017B,319.9,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A702DD,180.0,-183.6,0.0,BC110014,49.0,73.0,240.0
Surface Portal,2A8010E,40.1,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A80145,180.0,-40.1,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A8017B,319.9,-170.0,-17.9,BC110014,49.0,73.0,240.0
Surface Portal,2A802DD,180.0,-183.6,0.0,BC110014,49.0,73.0,240.0
South Direlands Portal,2AA0103,210.0,-60.0,0.0,5416001A,75.0,35.0,39.5
Southern Mt. Esper,2AA0119,210.0,-160.0,0.0,8FC60024,117.2,72.6,52.0
Bandit Castle Portal,2AA011A,220.0,-30.0,0.0,BDD00006,16.9,120.5,115.1
Surface Portal,2AA0128,260.0,-0.0,0.0,7A870024,106.4,79.3,16.5
Obsidian Rim Portal,2AA014D,300.0,-30.0,0.0,2E43000C,33.0,80.0,7.5
North Direlands Portal,2AA0151,310.0,-60.0,0.0,3C9D0010,25.1,191.5,77.9
Black Hill,2AA0167,310.0,-160.0,0.0,3E310004,11.8,93.1,238.6
Surface Portal,2AA0231,50.0,-520.0,30.0,7A870024,106.4,79.3,16.5
Surface,2AB010B,10.0,-140.0,-12.0,C7210100,6.2,24.7,209.7
Surface,2AB0147,120.0,-90.0,-12.0,C7210100,6.2,24.7,209.7
Surface,2AB0161,109.2,3.6,0.0,C7210100,6.2,24.7,209.7
Surface Portal,2AC0127,51.9,-277.6,-18.0,86620029,140.7,19.1,23.5
Surface Portal,2AC01E0,902.3,-192.4,-12.0,86620029,140.7,19.1,23.5
Surface Portal,2AC02DD,541.0,-139.7,0.0,8662002B,120.3,49.0,25.8
Empyrean Cloister,2AC02E6,560.1,-140.4,0.0,2AD0108,78.2,-100.4,-48.0
Empyrean Cloister,2AC02E8,628.9,-141.4,0.0,2AD0108,78.2,-100.4,-48.0
Surface Portal,2AC02F2,650.7,-140.6,0.0,8662002B,120.3,49.0,25.8
Lower Empyrean Mausoleum Portal,2AD010A,92.4,-97.6,-48.0,2AC02EF,640.2,-140.5,0.0
Upper Empyrean Mausoleum Portal,2AD010B,92.1,-111.5,-48.0,2AC02E4,550.2,-138.1,0.0
Surface Portal,2AD0151,40.6,-70.4,-36.0,8662002B,120.3,49.0,25.8
Surface Portal,2AD0161,60.0,-10.0,-36.0,8662002B,120.3,49.0,25.8
Surface Portal,2AD0207,174.9,-560.0,0.0,8662002B,120.3,49.0,25.8
