# What each kind of creature takes from each element: a damage
# multiplier, higher meaning it is hurt more. 0 is immune.
# wcid,name,slash,pierce,bludgeon,cold,fire,acid,electric,nether
# An empty column means the creature has no figure for that element.
# Regenerate with reference/scripts/data/creatures.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
11885,Tumerok Controller,1,1,1,1,1,1,1,
11886,Tumerok Controller,1,1,1,1,1,1,1,
11887,Tumerok Controller,1,1,1,1,1,1,1,
11888,Tumerok Controller,1,1,1,1,1,1,1,
11889,Tumerok Controller,1,1,1,1,1,1,1,
11890,Tumerok Controller,1,1,1,1,1,1,1,
11894,Tumerok Fighter,1,1,1,1,1,1,1,
11895,Tumerok Lieutenant,1,1,1,1,1,1,1,
11896,Tumerok Lieutenant,1,1,1,1,1,1,1,
11897,Tumerok Lieutenant,1,1,1,1,1,1,1,
11898,Tumerok Major,1,1,1,1,1,1,1,
11899,Tumerok Major,1,1,1,1,1,1,1,
11900,Tumerok Major,1,1,1,1,1,1,1,
11901,Hebian-To Camp Standard Bearer,1,1,1,1,1,1,1,
11902,Hebian-To Camp Major,1,1,1,1,1,1,1,
11903,Hebian-To Camp Commander,1,1,1,1,1,1,1,
11904,Tumerok High Priest,1,1,1,1,1,1,1,
11905,Tumerok Officer,1,1,1,1,1,1,1,
11909,Tumerok Taskmaster,1,1,1,1,1,1,1,
11910,Tumerok Priest,1,1,1,1,1,1,1,
11911,Tumerok Scout,1,1,1,1,1,1,1,
11918,Tumerok Warrior,1,1,1,1,1,1,1,
11919,Tumerok Worker,1,1,1,1,1,1,1,
11920,Zaikhal Camp Standard Bearer,1,1,1,1,1,1,1,
11921,Zaikhal Camp Major,1,1,1,1,1,1,1,
11922,Zaikhal Camp Commander,1,1,1,1,1,1,1,
11923,Cragstone Tower Controller Master,1,1,1,0.5,1,1,0.5,
11924,Hebian-To Tower Controller Master,1,1,1,0.5,1,1,0.5,
11925,Zaikhal Tower Controller Master,1,1,1,0.5,1,1,0.5,
11926,Cragstone Tower Controller Puppet,1,1,1,0.5,1,1,0.5,
11927,Hebian-To Tower Controller Puppet,1,1,1,0.5,1,1,0.5,
11928,Zaikhal Tower Controller Puppet,1,1,1,0.5,1,1,0.5,
11938,Hea Town Crier,1,1,1,1,1,1,1,
11939,Town Crier,1,1,1,1,1,1,1,
11940,Aun Town Crier,1,1,1,1,1,1,1,
11964,Tumerok High Priest,1,1,1,1,1,1,1,
11965,Tumerok Gladiator,1,1,1,1,1,1,1,
11966,Tumerok Priest,1,1,1,1,1,1,1,
11968,Olthoi Eviscerator,0.75,0.7,1,0.75,0.75,0.25,0.4,
11983,Banderling Leader,0.76,0.65,0.5,0.76,1,0.65,1,
11987,Sentient Fragment,1,1,1,0.65,0,0.3,1,
11988,Pure One,1,1,1,0.5,1,1,0.5,
11989,Drudge Vagabond,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
11991,Diamond Lord,0.13,0.37,0.5,0.25,0.25,0.25,0.25,
11992,Forest Lord,0.83,0.8,0.8,0.77,1,0.8,0.67,
11994,Basalt Golem,0.53,0.9,1,0.1,0.4,0.2,0.4,
11996,Lugian Warlord,0.66,0.66,0.66,0.42,0.25,0.9,1,
12000,Tundra Mattekar,0.58,0.9,0.86,0.25,1,0.75,0.25,
12004,Outcast Lord,0.8,0.9,0.7,1,0.7,0.8,0.8,
12006,Swamp King,0.55,0.8,0.8,0.38,1,0.8,1,
12007,Master of the Swamp,0.55,0.8,0.8,0.38,1,0.3,1,
12017,Red Phyntos Drone,1,1,1,0.8,0.9,0.9,0.9,
12018,Master of the Pack,0.6,0.75,1,0.66,1,1,0.75,
12020,Cold One,1,0.75,0.46,1,0.75,0.25,0.25,
12023,Dark Inferno,1,0.5,0.67,0.1,1,0.2,0.5,
12026,Dark Myrmidon,0.58,0.25,1,0.3,0.25,0.42,0.4,
12027,Lord of Decay,0.58,0.3,1,0.4,0.9,0.42,0.4,
12037,Dark Sorcerer,1,0.52,0.75,0.1,1,0.75,0.86,
12038,Dread Ursuin,0.58,1,0.58,0.58,0.86,0.58,0.58,
12046,Mud Golem,500,500,500,500,500,500,50,
12050,Agent of the Arcanum,1,1,1,1,1,1,1,
12127,William Witty,1,1,1,1,1,1,1,
12129,The Crafter,1,1,1,1,1,1,1,
12130,Crafty Simulacrum,1,1,1,1,1,1,1,
12131,Northern Infiltrator Master,1,1,1,1,1,1,1,
12132,Southern Infiltrator Master,1,1,1,1,1,1,1,
12133,Sneaky Simulacrum,1,1,1,1,1,1,1,
12134,Subtle Simulacrum,1,1,1,1,1,1,1,
12135,Subtle Simulacrum,1,1,1,1,1,1,1,
12186,Zharalim,0.75,0.75,0.75,0.75,0.75,1,0.9,
12203,Alexander's Apprentice,1,1,1,1,1,1,1,
12204,Janda's Apprentice,1,1,1,1,1,1,1,
12205,Tsua's Apprentice,1,1,1,1,1,1,1,
12228,Void Knight,1,0.5,0.67,0.1,1,0.2,0.5,
12229,Prospector,1,1,1,1,1,1,1,
12230,Falatacot Missionary,1,0.52,0.75,0.2,1,0.75,0.86,
12231,Virindi Grand Inquisitor,1,1,1,0.5,1,1,0.5,
12237,Singular Doll,1,1,1,0.5,1,1,0.5,
12238,Bartholomew Steiner,1,1,1,1,1,1,1,
12239,Jordan Ibn'Ikia,1,1,1,1,1,1,1,
12240,Jubei Minawoto,1,1,1,1,1,1,1,
12249,Singular Lugian Warlord,0.66,0.66,0.66,0.42,0.25,0.9,1,
12262,Ecorto the Lost Director,1,1,1,1,1,1,1,
12263,Levistras; Speaker of the New Directive,1,1,1,0.5,1,1,0.5,
12264,Singular Virindi Director,1,1,1,0.5,1,1,0.5,
12272,Singular Extas Raider,0.66,0.66,0.66,0.42,0.25,0.9,1,
12273,Singular Gigas Raider,0.66,0.66,0.66,0.42,0.25,0.9,1,
12274,Singular Tiatus Raider,0.66,0.66,0.66,0.42,0.25,0.9,1,
12298,New Singularity Director,1,1,1,0.5,1,1,0.5,
12299,Singular Virindi Master,1,1,1,0.5,1,1,0.5,
12300,Singular Virindi Servant,1,1,1,0.5,1,1,0.5,
12302,Housing Event Stopgap!,1,1,1,1,1,1,1,
12680,Dranith Menacet,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
12681,Minion Leader,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
12686,Arcanum Envoy,1,1,1,1,1,1,1,
12698,Sparring Golem,0.9,0.9,0.9,0.9,0.9,0.9,0.9,
12699,Sparring Golem,0.9,0.9,0.9,0.9,0.9,0.9,0.9,
12700,Grievver Spawn,1,1,1,1,1,1,1,
12701,Tunnelling Grievver,1,1,1,1,1,1,1,
12702,Mosswart Kin,1,1,1,1,1,1,1,
12703,Thieving Mosswart,1,1,1,1,1,1,1,
12704,Carpenter Wasp,1,1,1,0.8,0.9,0.9,0.9,
12719,Academy Blacksmith,1,1,1,1,1,1,1,
12721,Training Master,1,1,1,1,1,1,1,
12722,Guard,1,1,1,1,1,1,1,
12723,Greeter,1,1,1,1,1,1,1,
12724,Guard,1,1,1,1,1,1,1,
12725,Sentry,1,1,1,1,1,1,1,
12727,Senior Guard,1,1,1,1,1,1,1,
12733,Sentry,1,1,1,1,1,1,1,
12735,Sentry,1,1,1,1,1,1,1,
12737,Sentry,1,1,1,1,1,1,1,
13088,Academy Foreman,1,1,1,1,1,1,1,
13220,Hollow Minion Invader,1,1,1,1,1,1,1,
13221,Candy Stick,1,1,1,0,0.3,0.3,0.8,
13232,Hollow Minion,1,1,1,1,1,1,1,
13242,Academy Crier,1,1,1,1,1,1,1,
14410,Reformed Bandit,1,1,1,1,1,1,1,
14412,Stranger in Town,1,1,1,1,1,1,1,
14413,Sir Rylanan,1,1,1,1,1,1,1,
14414,Sir Tenshin,1,1,1,1,1,1,1,
14415,Dame Tsaya,1,1,1,1,1,1,1,
14417,Trap Door,1,1,1,1,1,1,1,
14426,Martinate Simulacrum,1,1,1,1,1,1,1,
14427,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14428,Dranith Menacet,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14429,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14430,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14431,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14457,Sentry,1,1,1,1,1,1,1,
14458,Sentry,1,1,1,1,1,1,1,
14459,Sentry,1,1,1,1,1,1,1,
14460,Sentry,1,1,1,1,1,1,1,
14464,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14465,Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
14466,Two Headed Snowman,0.8,0.51,0.8,0,1,0.8,0.8,
14469,Bow Minion,1,1,1,1,1,1,1,
14470,Crossbow Minion,1,1,1,1,1,1,1,
14471,Dagger Minion,1,1,1,1,1,1,1,
14472,Staff Minion,1,1,1,1,1,1,1,
14473,Unarmed Minion,1,1,1,1,1,1,1,
14512,Frost,0.4,0.4,0.4,0.1,0.6,0.4,0.4,
14513,Caustic,0.2,0.2,0.2,0.2,0.2,0,0.35,
14514,Miasma,0.45,0.45,0.45,0.3,0.3,0,0.65,
14515,Miasma,0.2,0.2,0.2,0.2,0.2,0,0.3,
14516,Caustic,0.45,0.45,0.45,0.3,0.3,0,0.65,
14517,Frost,0.45,0.45,0.45,0,0.65,0.3,0.3,
14518,Shivver,0.45,0.45,0.45,0,0.65,0.3,0.3,
14519,Shivver,0.25,0.25,0.25,0.1,0.4,0.25,0.25,
14520,Pyreal Golem,0.1,0.1,0.6,0.25,0.25,0.55,0.1,
14521,Glacial Golem,0.45,0.1,0.5,0.05,0.7,1,1,
14522,Unstable Glacial Golem,0.25,0.25,0.5,0.05,0.75,0.2,0.2,
14555,Blinding Virindi Energy Cluster,0.5,0.5,0.5,0.25,0.5,0.5,0.25,
14556,Dim Virindi Energy Cluster,0.5,0.5,0.5,0.25,0.5,0.5,0.25,
14557,Faint Virindi Energy Cluster,0.5,0.5,0.5,0.25,0.5,0.5,0.25,
14558,Vibrant Virindi Energy Cluster,0.5,0.5,0.5,0.25,0.5,0.5,0.25,
14559,Oak Golem,0.53,0.9,1,0.1,0.4,0.2,0.4,
14560,Quiddity Rift,1,1,1,0,0.2,0.3,0,
14561,Quiddity Rift,1,1,1,0,0.2,0.3,0,
14562,Quiddity Rift,1,1,1,0,0.2,0.3,0,
14563,Quiddity Rift,1,1,1,0.65,0,0.3,1,
14571,Aun Aulakhe,1,1,1,1,1,1,1,
14572,Yalaini Woman,1,1,1,1,1,1,1,
14573,Yalaini Man,1,1,1,1,1,1,1,
14574,Lilitha,1,1,1,1,1,1,1,
14575,Aun Tanua,1,1,1,1,1,1,1,
14576,Spirit of Aun Tanua,1,1,1,1,1,1,1,
14577,Aun Tikakhe,1,1,1,1,1,1,1,
14578,Aun Saritea,1,1,1,1,1,1,1,
14602,Spirit of Aun Tanua,1,1,1,1,1,1,1,
14799,Vibrant Virindi Energy Cluster,1,1,1,0.5,1,1,0.5,
14800,Crystal Golem,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
14801,Crystal Lord,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
14802,Crystal Minion,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
14872,Altered Olthoi,0.7,0.75,1,0.75,0.55,0.55,0.2,
14873,Altered Olthoi,0.7,0.75,1,0.75,0.55,0.55,0.2,
14874,Augmented Olthoi,0.7,0.75,1,0.75,0.55,0.55,0.4,
14875,Hyem,0.45,0.45,0.45,0,0.65,0.3,0.3,
14876,Maelstrom,0.45,0.45,0.45,0.65,0.65,0,0,
14877,Tsuric,0.45,0.45,0.45,0.65,0.65,0,0,
14878,Sirrocco,0.45,0.45,0.45,0,0,0.65,0.65,
14879,Sirrocco,0.2,0.2,0.2,0,0,0.4,0.4,
14880,Theral,0.45,0.45,0.45,0,0,0.65,0.65,
14907,Anger,0.75,0.86,0.58,1,1,1,1,
14908,Greed,0.75,0.86,0.58,1,1,1,1,
14909,Jealousy,0.75,0.86,0.58,1,1,1,1,
14921,Grand Sentinel Muroba,1,1,1,1,1,1,1,
14922,Grand Sentinel Tretia,1,1,1,1,1,1,1,
14923,Grand Sentinel Ehcac,1,1,1,1,1,1,1,
15266,Acidic Coral Golem,0.33,0.67,1,0.5,0.5,0.5,0.5,
15267,Acidic Diamond Golem,0.33,0.67,1,0.5,0.5,0.5,0.5,
15272,Dranith Menacet,0.01,0.01,0.01,0.01,0.01,0.01,0.01,
15299,Martinate Simulacrum,0.66,0.66,0.66,0.66,0.25,0.66,0.25,
15300,Martinate Simulacrum Magician,0.66,0.66,0.66,0.66,0.25,0.66,0.25,
15774,Balthazar; Royal Guardian,1,1,1,1,1,1,1,
15809,Brontynn Marshad,1,1,1,1,1,1,1,
15810,Glysander Cartoth,1,1,1,1,1,1,1,
15811,Lia Tze,1,1,1,1,1,1,1,
15812,Tai Wo,1,1,1,1,1,1,1,
15860,Kai Mallan; Sho Enchanter,1,1,1,1,1,1,1,
15862,Tumerok Gladiator,1,1,1,1,1,1,1,
16892,Arcanum Researcher,1,1,1,1,1,1,1,
16909,Granite Golem,0.53,0.9,1,0.1,0.4,0.33,0.4,
16910,Obsidian Golem,0.53,0.9,1,0.1,0.4,0.2,0.4,
16911,Lich,1,0.52,0.75,0.2,1,0.75,0.86,
16912,Oubliette Gatekeeper,0.86,0.8,0.8,0.86,1,0.8,1,
16913,Spinning Grievver,1,0.9,0.67,0.25,0.25,0.25,0.25,
16914,Terebrous Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
16915,Tumideon Hollow Minion,0.5,0.5,0.33,0.67,0.25,0.5,0.25,
16916,Rampager,0.5,1,0.75,0.75,1,0.75,0.25,
16917,New Singularity Director,1,1,1,0.5,1,1,0.5,
16918,Virindi Director,1,1,1,0.5,1,1,0.5,
19127,Verdentine Magnan,1,1,1,1,1,1,1,
19128,Loom,1,1,1,1,1,1,1,
19129,Spinning Wheel,1,1,1,1,1,1,1,
19256,Young Banderling,0.76,0.65,0.5,0.76,1,0.65,1,
19257,Drudge Skulker,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
19258,Drudge Slinker,0.86,0.75,0.66,1.42,1.42,0.75,1.42,
19259,Mite Scion,0.7,0.8,0.8,0.75,1,1,0.8,
19260,Mite Snippet,0.7,0.8,0.8,0.75,1,1,0.8,
19261,Creeper Mosswart,0.8,0.8,0.8,0.8,1,0.8,1,
19262,Young Mosswart,0.8,0.8,0.8,0.8,1,0.8,1,
19263,Gnawer Shreth,0.9,0.9,1,1.42,0.8,1,0.85,
19264,Relic Bones,0.58,0.25,1,0.3,0.25,0.42,0.4,
19267,Bronze Statue of a Grievver,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19270,Bronze Statue of a Shadow,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19273,Bronze Statue of a Virindi,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19276,Bronze Statue of a Golem,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19279,Bronze Statue of a Sclavus,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19282,Bronze Statue of a Skeleton,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19285,Bronze Statue of a Tumerok,0.1,0.1,0.25,0.5,0.5,0.5,0.5,
19288,Bronze Statue of a Drudge,0.1,0.1,0.25,0.5,0.5,1,0.5,
19291,Bronze Statue of a Gromnie,0.1,0.1,0.25,0.5,0.5,1,0.5,
19294,Bronze Statue of a Mosswart,0.1,0.1,0.25,0.5,0.5,1,0.5,
19297,Bronze Statue of a Reedshark,0.1,0.1,0.25,0.5,0.5,1,0.5,
19300,Bronze Statue of a Banderling,0.1,0.1,0.2,0.5,0.5,1,0.8,
19303,Bronze Statue of Ben Ten,0.1,0.1,0.2,0.5,0.5,1,0.8,
19306,Bronze Statue of a Sclavus,0.1,0.1,0.2,0.5,0.5,1,0.8,
19309,Bronze Statue of a Skeleton,0.1,0.1,0.2,0.5,0.5,1,0.8,
19312,Bronze Statue of Thorsten Cragstone,0.1,0.1,0.2,0.5,0.5,1,0.8,
19315,Bronze Statue of a Zharalim,0.1,0.1,0.2,0.5,0.5,1,0.8,
19354,Bhab; Arcanum Tinkerer,1,1,1,1,1,1,1,
19425,Bound Coral Golem,0.33,0.67,1,0.5,0.5,0.5,0.5,
19426,Bound Crystal Golem,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
19427,Scuttling Grievver,1,1,1,1,1,1,1,
19428,Scuttling Grievver,1,1,1,1,1,1,1,
19429,Scuttling Grievver,1,1,1,1,1,1,1,
19430,Scuttling Grievver,1,1,1,1,1,1,1,
19431,Scuttling Grievver,1,1,1,1,1,1,1,
19432,Scuttling Grievver,1,1,1,1,1,1,1,
19435,Red Phyntos Wasp,1,1,1,0.8,0.9,0.9,0.9,
19436,Old Bones,0.75,0.6,1,0.65,0.9,0.75,0.75,
19439,Ursuin Slasher,0.58,1,0.58,0.58,0.86,0.58,0.58,
19440,Wall of Webbing,1,1,1,0.3,0.3,0.3,0.8,
19460,Hiro; Arcanum Artificer,1,1,1,1,1,1,1,
19461,Etienne; Royal Guardian,1,1,1,1,1,1,1,
19462,Guen; Royal Guardian,1,1,1,1,1,1,1,
19463,Isabelle; Royal Guardian,1,1,1,1,1,1,1,
19464,Coron Usgin,1,1,1,1,1,1,1,
19537,Avalanche,0.45,0.45,0.45,0,0.65,0.65,0,
19538,Blizzard,0.45,0.45,0.45,0,0.65,0.65,0,
19539,Conflagration,0.45,0.45,0.45,0.65,0,0,0.65,
19540,Scoriscant,0.45,0.45,0.45,0.65,0,0,0.65,
19541,Coral Golem Viceroy,0.5,0.5,0.5,0.5,0.5,0.5,1,
19542,Crystal Golem Imperator,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
19543,Diamond Golem Suzerain,0.33,0.67,1,0.5,0.5,0.5,0.5,
19544,Glacial Golem Margrave,0.45,0.1,0.5,0.05,0.7,1,1,
19545,Magma Golem Exarch,0.5,0.5,0.5,1,0,0.5,0.5,
19713,Ciandra; Arcanum Alchemist,1,1,1,1,1,1,1,
19714,Emissary of Asheron,1,1,1,1,1,1,1,
20017,Cocooned Auroch,1,1,1,1,1,1,1,
20021,Martine,1,1,1,1,1,1,1,
20024,Controlled Flamma,0.4,0.4,0.4,1,0,0.5,0.1,
20025,Controlled Frost,0.4,0.4,0.4,0.1,0.6,0.4,0.4,
20026,Harnessed Scintilla,0.4,0.4,0.4,0.5,0.1,1,0,
20027,Obedient Obsidian Golem,0.53,0.9,1,0.1,0.4,0.2,0.4,
20028,Martine,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
20186,Apozim,0.45,0.45,0.45,0.3,0.3,0,0.65,
20187,Buillic,0.45,0.45,0.45,0.3,0.3,0,0.65,
20188,Mox,0.45,0.45,0.45,0.3,0.3,0,0.65,
20189,Brumal,0.45,0.45,0.45,0,0.65,0.3,0.3,
20190,Gelid,0.45,0.45,0.45,0,0.65,0.3,0.3,
20191,Horripal,0.65,0.65,0.65,0,1.1,0.65,0.65,
20192,Crystal Lord Sovereign,0.25,0.25,0.25,0.25,0.25,0.25,0.25,
20193,Asheron,1,1,1,1,1,1,1,
20194,Elysa Strathelar,1,1,1,1,1,1,1,
20195,Gaerlan,1,1,1,1,1,1,1,
20203,Alatar Locke,1,1,1,1,1,1,1,
20204,Slithe Tradittor,1,1,1,1,1,1,1,
20632,Champion of the Blood,0.58,0.25,1,0.3,0.25,0.42,0.4,
20633,Warlock of the Blood,1,0.52,0.75,0.1,1,0.75,0.86,
20634,Warrior of the Blood,1,0.52,0.75,0.1,1,0.75,0.86,
20864,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20865,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20866,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20867,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20868,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20869,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20870,Corrosion,0.2,0.2,0.2,0.4,0,0,0.4,
20871,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20872,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20873,Stasis,0.3,0.3,0.3,0,0.4,0.3,0.3,
20874,Stasis,0.3,0.3,0.3,0,0.4,0.3,0.3,
20875,Stasis,0.3,0.3,0.3,0,0.4,0.3,0.3,
20876,Conflagration,0.3,0.3,0.3,0,0.4,0.3,0.3,
20877,Conflagration,0.3,0.3,0.3,0,0.4,0.3,0.3,
20878,Conflagration,0.3,0.3,0.3,0,0.4,0.3,0.3,
20879,Conflagration,0.3,0.3,0.3,0,0.4,0.3,0.3,
20880,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20881,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20882,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20883,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20884,Strife,0.3,0.3,0.3,0.4,0,0.3,0.3,
20885,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20886,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20887,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20888,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20889,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20890,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20891,Tempest,0.3,0.3,0.3,0.3,0.3,0.4,0,
20911,Ambrosia Roe,1,1,1,1,1,1,1,
20912,Hibdin Velos,1,1,1,1,1,1,1,
20913,Josef,1,1,1,1,1,1,1,
20914,Julian Bartok,1,1,1,1,1,1,1,
20915,Kira Sojini,1,1,1,1,1,1,1,
20916,Leandra,1,1,1,1,1,1,1,
20917,Martine,1,1,1,1,1,1,1,
20918,Remmick,1,1,1,1,1,1,1,
20925,Timon Rae,1,1,1,1,1,1,1,
21135,Antius Blackmoor,1,1,1,1,1,1,1,
21136,Emissary of Asheron,1,1,1,1,1,1,1,
21137,Martine,1,1,1,1,1,1,1,
21138,Martine,1,1,1,1,1,1,1,
21139,Martine,1,1,1,1,1,1,1,
21140,Martine,1,1,1,1,1,1,1,
21160,Scourge,0.45,0.45,0.45,0.3,0.3,0,0.65,
21161,Singe,0.65,0.65,0.65,0.65,0.65,0,1.1,
21162,Stringent,0.6,0.65,0.65,0.5,0.75,0,1,
21163,Flamma,0.4,0.4,0.4,1,0,0.5,0.1,
21164,Gout,0.45,0.45,0.45,0.65,0,0.3,0.3,
21165,Chill,0.65,0.65,0.65,0,1.1,0.65,0.65,
21166,Flake,0.65,0.65,0.65,0,1.1,0.65,0.65,
21167,Gelid,0.25,0.25,0.25,0,0.4,0.25,0.25,
21168,Charge,0.45,0.45,0.45,0.3,0.3,0.65,0,
21169,Scintilla,0.4,0.4,0.4,0.5,0.1,1,0,
21170,Voltarc,0.45,0.45,0.45,0.3,0.3,0.65,0,
21199,Arwic Surveyor,1,1,1,1,1,1,1,
21210,Elemental Cloud,1,1,1,0.3,0.3,0.3,0.8,
21274,Invisible Folly NPC,1,1,1,1,1,1,1,
21275,Martine,1,1,1,1,1,1,1,
21276,Martine,1,1,1,1,1,1,1,
21277,Martine,1,1,1,1,1,1,1,
21278,Martine,1,1,1,1,1,1,1,
21338,Collector,1,1,1,1,1,1,1,
21341,Yanshi Guard,1,1,1,1,1,1,1,
21371,Brumal,0.25,0.25,0.25,0,0.4,0.25,0.25,
21383,Gaerlan,0.6,0.6,0.6,0,0,0,0,
21386,Gaerlan,0.6,0.6,0.6,0,0,0,0,
21388,Gaerlan,0.6,0.6,0.6,0,0,0,0,
21390,Gaerlan,0.6,0.6,0.6,0,0,0,0,
21449,Tukolas the Consultant,1,1,1,1,1,1,1,
21450,Aun Utauri,1,1,1,1,1,1,1,
21451,Foreman,1,1,1,1,1,1,1,
21452,Construction Worker,1,1,1,1,1,1,1,
21453,Construction Worker,1,1,1,1,1,1,1,
21454,Construction Golem,0.86,0.8,0.8,0.86,1,0.8,1,
21455,Construction Golem,0.86,0.8,0.8,0.86,1,0.8,1,
21456,Construction Golem,0.86,0.8,0.8,0.86,1,0.8,1,
21457,Construction Worker,1,1,1,1,1,1,1,
21458,Construction Worker,1,1,1,1,1,1,1,
21485,Bookshelf,1,1,1,1,1,1,1,
21486,Bookshelf,1,1,1,1,1,1,1,
21487,Bookshelf,1,1,1,1,1,1,1,
21489,Asheron's Platinum Golem,1,1,1,1,1,1,1,
21493,Ornate Pillar,1,1,1,1,1,1,1,
21494,Statue,1,1,1,1,1,1,1,
21495,Statue,1,1,1,1,1,1,1,
21496,Tribunal,1,1,1,1,1,1,1,
21497,Bed,1,1,1,1,1,1,1,
21498,Black,1,1,1,1,1,1,1,
21499,Coffin,1,1,1,1,1,1,1,
21500,Darkness,1,1,1,1,1,1,1,
21501,Death,1,1,1,1,1,1,1,
21502,E,1,1,1,1,1,1,1,
21503,Eyes,1,1,1,1,1,1,1,
21504,Flame,1,1,1,1,1,1,1,
21505,Hole,1,1,1,1,1,1,1,
21506,Hope,1,1,1,1,1,1,1,
21507,Man,1,1,1,1,1,1,1,
21508,Mushroom,1,1,1,1,1,1,1,
21509,Nothing,1,1,1,1,1,1,1,
21510,Ring,1,1,1,1,1,1,1,
21511,Silence,1,1,1,1,1,1,1,
21512,Stars,1,1,1,1,1,1,1,
21513,Sunlight,1,1,1,1,1,1,1,
21514,Time,1,1,1,1,1,1,1,
21515,Tomorrow,1,1,1,1,1,1,1,
21516,Wind,1,1,1,1,1,1,1,
21525,Tusker Guard,0.5,1,0.75,0.75,1,0.75,0.25,
21526,Rampager,0.5,1,0.75,0.75,1,0.75,0.25,
21545,Door,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
21546,Door,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
21547,Door,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
21548,Door,0.75,0.75,0.75,0.75,0.75,0.75,0.75,
21549,Corrosion Wisp,1,0.9,0.9,0.9,0.9,0.3,0.9,
21550,Stasis Wisp,1,0.9,0.9,0,0.3,0.3,0.9,
21551,Strife Wisp,1,0.9,0.9,0.9,0.3,0.9,0.9,
21552,Tempest Wisp,1,0.9,0.9,0.9,0.9,0.9,0.3,
21720,Gaerlan's Phylacteric Prison,1,1,1,1,1,1,1,
21721,An angry spirit,1,1,1,1,1,1,1,
21722,An angry spirit,1,1,1,1,1,1,1,
21723,An angry spirit,1,1,1,1,1,1,1,
21724,An angry spirit,1,1,1,1,1,1,1,
21745,A Rolling Ball of Death,1,1,1,1,1,1,1,
21771,Acidic Tentacle,0.6,0.6,0.6,0.2,0.2,0,0.9,
21779,Fiery Tentacle,0.6,0.6,0.6,0.9,0,0.2,0.2,
21787,Icy Tentacle,0.6,0.6,0.6,0,0.9,0.2,0.2,
21795,Electric Tentacle,0.6,0.6,0.6,0.2,0.2,0.9,0,
21979,Platinum Golem,1,1,1,1,1,1,1,
21980,Platinum Golem,1,1,1,1,1,1,1,
21981,Platinum Golem,1,1,1,1,1,1,1,
21982,Platinum Golem,1,1,1,1,1,1,1,
22001,Coral Golem Viceroy,0.5,0.5,0.5,0.5,0.5,0.5,1,
22002,Diamond Golem Suzerain,0.33,0.67,1,0.5,0.5,0.5,0.5,
22003,Glacial Golem Margrave,0.5,0.5,0.75,0,0.85,0.6,0.6,
22004,Magma Golem Exarch,0.5,0.5,0.5,1,0,0.5,0.5,
22009,Olthoi Drone,0.75,1,1,0.75,0.75,0.25,0.3,
