# Portal gems: what a carried gem does when it is used.
# wcid,name,cell,x,y,z,spell
# Cells are hex; the x/y/z are local to the cell's landblock. Using the
# Nearly every gem casts Summon Portal (157): it puts a portal in front
# of you which you then walk into, so using one costs the use and the
# portal. The handful casting something else teleport on use. `spell` is
# what it casts, so the two can be told apart.
# Regenerate with reference/scripts/data/gems.sh (reads the ACE world
# database, the community's reconstruction of retail's server data).
26356,Shield of Ispar Villas Portal Gem,AC4D0024,102.4,88.6,9.8,157
26357,Shield of Valor Cottages Portal Gem,55A40023,97.9,70.5,58.4,157
26358,Shore Vista Cottages Portal Gem,6B8E0024,109.9,74.5,29.7,157
26359,Shou-Zin Portal Gem,D5510005,21.7,117.3,46.5,157
8981,Shoushi Portal Gem,DA55001D,84.8,99,20,157
8982,Shoyanen's Portal Gem,EA30002A,126.5,37,121,157
26360,Siege Road Settlement Portal Gem,D47E0030,140.3,171.4,22,157
26361,Siege Road Villas Portal Gem,D1830022,100.5,40.5,24.6,157
30046,Silyun Portal Gem,26EC003D,175.9,110.3,80,157
26362,Simda'r Villas Portal Gem,94190031,161.2,17.6,340,157
30804,Singularity Caul Asylum,6045026F,60,-100,0,157
26363,Slidara Cottages Portal Gem,E53F0026,0,0,0,157
26364,Slinker Meadows Portal Gem,CA830024,107.4,84.7,31.9,157
26365,Sliver-of-BlueCottages Portal Gem,42AA000F,28.3,161.3,71.4,157
26366,Snakehead Portal Gem,C46C003D,171.2,105.9,49.2,157
26367,Snowy Valley Portal Gem,74EA0019,76.6,20.4,109.3,157
26368,Solstice Hill Portal Gem,A998001D,77.5,110.4,73.2,157
26369,Soltan Villas Portal Gem,929E0024,119.6,90,110,157
32933,Son of Pooky's Den,9701DA,0.3,-30.3,-12,157
36507,Son of Pooky's Den,9701DA,0.3,-30.3,-12,157
26370,Sonel Portal Gem,52DF0013,58.8,62.1,64.1,157
26371,Songview Portal Gem,97CB0024,104.3,80.9,143.1,157
26372,Sonpay Portal Gem,AB48001D,75.4,105.1,26,157
30802,Soul Chalice,2A10166,260,0,-36,157
26373,South Adjamaer Cottages Portal Gem,C51A001E,84.8,138.7,57.5,157
26374,South Beach Pass Villas Portal Gem,D1AB0018,66.2,178.3,65.2,157
26377,South Hebian-To Cottages Portal Gem,E348003C,183.2,84,22.7,157
26378,South Hebian-To Estates Portal Gem,E7460016,53.4,132.2,42.9,157
26379,South Khayyaban Cottages Portal Gem,A23D0006,6.5,122.3,68,157
26380,South Lytelthorpe  Portal Gem,C27C0035,157.2,111,38.2,157
26381,South Shoushi Villas Portal Gem,D64C0006,20.4,127.3,35.7,157
26382,South Siege Villas Portal Gem,DA6F001D,73,107.2,23.9,157
26383,South Uzis Villas Portal Gem,A4540005,20.8,97.5,56.1,157
26384,South Victory Harbor Portal Gem,BC950012,69.3,45.2,26,157
26386,South Yaraq Cottages Portal Gem,815E0012,61.9,29.3,0,157
26375,Southeast Arwic Settlement Portal Gem,CAA30003,18.7,69.6,38,157
26376,Southern Park Portal Gem,AD20002E,126.1,138.9,159.8,157
26385,Southwest Hebian-To Settlement Portal Gem,EC49001D,90,99.1,32,157
26387,Spire Hills Settlement Portal Gem,B13B0029,123.3,20.2,32.6,157
26389,Stone Face Oasis Villas Portal Gem,9A810024,116.8,84,44,157
26390,Stone Hollow Portal Gem,E53F0026,0,0,0,157
26393,Stone Scar Settlement Portal Gem,9385002E,138.6,128.3,33.3,157
26394,Stone Scythe Stronghold Portal Gem,56AC0021,100,15.8,84.7,157
26395,Stone Triad Dell Portal Gem,80E1002B,134.6,51,92.4,157
26388,Stonebend Cottages Portal Gem,9B910036,154.6,141.6,29.8,157
26391,Stoneport Villas Portal Gem,E25F002B,140.8,61.7,0,157
26392,Stonerune Cottages Portal Gem,89C90012,63.1,38.5,104.9,157
26396,Stormbrow Portal Gem,9414002B,123.1,69,286,157
26397,Stormtree Villas Portal Gem,53C50024,98.4,82.5,58.3,157
26398,Strathelar's Watch Cottages Portal Gem,C7980003,13,68.3,8,157
26399,Swamp Temple Place Portal Gem,B661003D,183.6,116.4,22,157
26400,Sweet Maple Cottages Portal Gem,53E40024,98.1,84,27.7,157
26401,Taklihuan Settlement Portal Gem,B04F0021,114.5,18.8,5.5,157
26402,Tanshi Portal Gem,D346001A,92.6,29.6,40,157
26403,Taralla Portal Gem,ACA6002D,140,100.2,151.7,157
26404,Tarn Vinara Villas Portal Gem,5FA2002E,132.4,125.8,42,157
26405,Tattered Ridge Portal Gem,B634003C,179.7,81.9,176.9,157
26406,Tharesun Portal Gem,86F1000D,40,119,73.1,157
26407,Thasali Cottages Portal Gem,995B0034,149.1,79.1,20,157
30807,The Orphanage,65480290,90,-80,0.5,157
26408,Thyrinn Cant Cottages Portal Gem,65E50024,107.1,86.6,58.3,157
26409,Tia-Leh Homestead Portal Gem,5BA2001B,87.7,65.8,54.6,157
26410,Tinkelo Hold Villas Portal Gem,AC950021,110.2,21,81.1,157
26411,Tiofor Deeps Portal Gem,78B20023,111.7,63.8,89.3,157
26413,Tou-Tou Penninsula Cottages Portal Gem,F24F0024,117.2,90.7,20,157
26412,Tou-Tou Road Villas Portal Gem,F14A0006,18,130.3,30.8,157
43020,Town Network Portal Gem,70145,70,-80,0,157
26414,Tri-Ridge Portal Gem,E53F0026,0,0,0,157
26415,Tusker Notch Portal Gem,84AC0024,108.7,89,104.1,157
26416,Two Hills Cottages Portal Gem,56B0002C,127.6,94.1,76.9,157
26417,Tyrrin Cottages Portal Gem,5AB40024,98.5,95.3,60.1,157
26418,Unified Heart Villas Portal Gem,9390002C,123.6,79.8,30,157
26419,Verena Portal Gem,61CA0026,103.8,124.5,67.2,157
26420,Vesayan Overlook Portal Gem,E02A003C,183.3,76.2,124,157
26421,Village Quan Portal Gem,CE680026,100.8,130.1,59.7,157
26422,Villalabar Portal Gem,96330027,103.8,147.6,40,157
32126,Vissidal Island Portal Gem,C8E2002A,136,42,0,157
26423,Vulture's Eye Villas Portal Gem,A06E0022,114.6,27.6,26,157
30809,Warrior's Emblem,C14B0007,16.4,159.7,20.6,157
26151,West Baishi Settlement Portal Gem,C641001A,77.5,27.7,63.1,157
26424,West Holtburg Villas Portal Gem,B2B90005,15.8,114.3,118.8,157
26425,West Mayoi Mountain Villas Portal Gem,DB330021,113.8,13.4,170.5,157
26426,West Norstead Portal Gem,B1DD0026,104.2,140.5,2.3,157
26427,West Rithwic Estates Portal Gem,BB8E0023,103.8,68.1,48.3,157
26429,West Uziz Settlement Portal Gem,9B5F0031,162.8,11.8,22.5,157
26430,West Yanshi Namoon Portal Gem,B2640029,128.1,15.7,22.7,157
26431,West Zaikhal Freehold Portal Gem,73940025,110.5,116,76,157
26428,Westshore Cottages Portal Gem,3ECC0003,22.2,63,0,157
26432,Whispering Pines Cottages Portal Gem,90AA0011,63.7,10.3,43.7,157
26433,Wi Badlands Settlement Portal Gem,8C5F001E,81.4,125.5,14.9,157
26434,Wilomine Villas Portal Gem,42AE000C,45.2,89.1,26.8,157
26435,Windrune Cottages Portal Gem,83CD001E,92,137.6,151.1,157
26436,Wisp Lake Cottages Portal Gem,7DE8001C,87.7,87.3,34.1,157
27395,Wizard's Lab,60490326,50,-112.9,0.1,157
26437,Wolfenvale Portal Gem,5BA6001B,93.2,57.7,48.5,157
26438,Woodsbane Cottages Portal Gem,96B6001B,90.5,55.1,148,157
26439,Woodshore Cottages Portal Gem,48E0000E,28.4,137.7,40.2,157
26639,Xarabydun Portal Summoning Gem,934B0021,108.3,6.1,18.1,157
26440,Xinh Portal Gem,CA1D002C,134.6,87.2,78.7,157
26441,Yanshi Namoon North Portal Gem,B667003E,176.4,122.6,18,157
8983,Yanshi Portal Gem,B46F001E,75.2,124.1,34.7,157
8984,Yaraq Portal Gem,7D64000D,31.9,104.6,11.9,157
26442,Yee Villas Portal Gem,52AB0014,67.5,84.1,100.3,157
26443,Yinar Portal Gem,A9730005,16.3,113.9,30.6,157
26444,Yukikaze  Portal Gem,BA250026,98.5,138,221.5,157
26445,Yushad Ridge Cottages Portal Gem,9C70003C,171.5,75.8,24.6,157
26446,Zabool Overlook Settlement Portal Gem,9B9B0037,165.8,162.1,76,157
26447,Zaikhal Hills Villas Portal Gem,E53F0026,0,0,0,157
26448,Zatara Portal Gem,ABDE0024,113.4,84.3,14.9,157
26449,Zin-Dai Portal Gem,B953002C,126.2,81.9,18.3,157
26450,Zoe's Place Portal Gem,E53F0026,0,0,0,157
26451,Zon-Atara Portal Gem,E53F0026,0,0,0,157
