# What each enchantment changes on whatever it lands on.
# spell_id,mod_type,mod_key,mod_val,name
# mod_type is the server's EnchantmentTypeFlags word; its low byte says
# what kind of statistic (1 attribute, 2 vital, 4 int, 8 float, 0x10
# skill, 0x80 body armour) and mod_key which one (a skill id, an
# attribute id, a float property such as a resistance). The name is
# there to read by; the client matches on the id.
# Regenerate with reference/scripts/data/spell_effects.sh (reads the
# ACE world database, the community's reconstruction of retail's server
# data; the client's SpellTable does not carry the effect).
1365,36865,2,-30,Frailty Self V
1366,36865,2,-35,Frailty Self VI
1367,36865,2,-10,Frailty Other I
1368,36865,2,-15,Frailty Other II
1369,36865,2,-20,Frailty Other III
1370,36865,2,-25,Frailty Other IV
1371,36865,2,-30,Frailty Other V
1372,36865,2,-35,Frailty Other VI
1373,36865,4,10,Coordination Self I
1374,36865,4,15,Coordination Self II
1375,36865,4,20,Coordination Self III
1376,36865,4,25,Coordination Self IV
1377,36865,4,30,Coordination Self V
1378,36865,4,35,Coordination Self VI
1379,36865,4,10,Coordination Other I
1380,36865,4,15,Coordination Other II
1381,36865,4,20,Coordination Other III
1382,36865,4,25,Coordination Other IV
1383,36865,4,30,Coordination Other V
1384,36865,4,35,Coordination Other VI
1385,36865,4,-10,Clumsiness Self I
1386,36865,4,-15,Clumsiness Self II
1387,36865,4,-20,Clumsiness Self III
1388,36865,4,-25,Clumsiness Self IV
1389,36865,4,-30,Clumsiness Self V
1390,36865,4,-35,Clumsiness Self VI
1391,36865,4,-10,Clumsiness Other I
1392,36865,4,-15,Clumsiness Other II
1393,36865,4,-20,Clumsiness Other III
1394,36865,4,-25,Clumsiness Other IV
1395,36865,4,-30,Clumsiness Other V
1396,36865,4,-35,Clumsiness Other VI
1397,36865,3,10,Quickness Self I
1398,36865,3,15,Quickness Self II
1399,36865,3,20,Quickness Self III
1400,36865,3,25,Quickness Self IV
1401,36865,3,30,Quickness Self V
1402,36865,3,35,Quickness Self VI
1403,36865,3,10,Quickness Other I
1404,36865,3,15,Quickness Other II
1405,36865,3,20,Quickness Other III
1406,36865,3,25,Quickness Other IV
1407,36865,3,30,Quickness Other V
1408,36865,3,35,Quickness Other VI
1409,36865,3,-10,Slowness Self I
1410,36865,3,-15,Slowness Self II
1411,36865,3,-20,Slowness Self III
1412,36865,3,-25,Slowness Self IV
1413,36865,3,-30,Slowness Self V
1414,36865,3,-35,Slowness Self VI
1415,36865,3,-10,Slowness Other I
1416,36865,3,-15,Slowness Other II
1417,36865,3,-20,Slowness Other III
1418,36865,3,-25,Slowness Other IV
1419,36865,3,-30,Slowness Other V
1420,36865,3,-35,Slowness Other VI
1421,36865,5,10,Focus Self I
1422,36865,5,15,Focus Self II
1423,36865,5,20,Focus Self III
1424,36865,5,25,Focus Self IV
1425,36865,5,30,Focus Self V
1426,36865,5,35,Focus Self VI
1427,36865,5,10,Focus Other I
1428,36865,5,15,Focus Other II
1429,36865,5,20,Focus Other III
1430,36865,5,25,Focus Other IV
1431,36865,5,30,Focus Other V
1432,36865,5,35,Focus Other VI
1433,36865,5,-10,Bafflement Self I
1434,36865,5,-15,Bafflement Self II
1435,36865,5,-20,Bafflement Self III
1436,36865,5,-25,Bafflement Self IV
1437,36865,5,-30,Bafflement Self V
1438,36865,5,-35,Bafflement Self VI
1439,36865,5,-10,Bafflement Other I
1440,36865,5,-15,Bafflement Other II
1441,36865,5,-20,Bafflement Other III
1442,36865,5,-25,Bafflement Other IV
1443,36865,5,-30,Bafflement Other V
1444,36865,5,-35,Bafflement Other VI
1445,36865,6,10,Willpower Self I
1446,36865,6,15,Willpower Self II
1447,36865,6,20,Willpower Self III
1448,36865,6,25,Willpower Self IV
1449,36865,6,30,Willpower Self V
1450,36865,6,35,Willpower Self VI
1451,36865,6,10,Willpower Other I
1452,36865,6,15,Willpower Other II
1453,36865,6,20,Willpower Other III
1454,36865,6,25,Willpower Other IV
1455,36865,6,30,Willpower Other V
1456,36865,6,35,Willpower Other VI
1457,36865,6,-10,Feeblemind Self I
1458,36865,6,-15,Feeblemind Self II
1459,36865,6,-20,Feeblemind Self III
1460,36865,6,-25,Feeblemind Self IV
1461,36865,6,-30,Feeblemind Self V
1462,36865,6,-35,Feeblemind Self VI
1463,36865,6,-10,Feeblemind Other I
1464,36865,6,-15,Feeblemind Other II
1465,36865,6,-20,Feeblemind Other III
1466,36865,6,-25,Feeblemind Other IV
1467,36865,6,-30,Feeblemind Other V
1468,36865,6,-35,Feeblemind Other VI
1469,20488,144,0.909,Hermetic Void I
1470,20488,144,0.8333,Hermetic Void II
1471,20488,144,0.7692,Hermetic Void III
1472,20488,144,0.7143,Hermetic Void IV
1473,20488,144,0.6667,Hermetic Void V
1474,20488,144,0.625,Hermetic Void VI
1475,33574920,171,1.1,Aura of Hermetic Link Self I
1476,33574920,171,1.2,Aura of Hermetic Link Self II
1477,33574920,171,1.3,Aura of Hermetic Link Self III
1478,33574920,171,1.4,Aura of Hermetic Link Self IV
1479,33574920,171,1.5,Aura of Hermetic Link Self V
1480,33574920,171,1.6,Aura of Hermetic Link Self VI
1482,36868,28,50,Impenetrability II
1483,36868,28,75,Impenetrability III
1484,36868,28,100,Impenetrability IV
1485,36868,28,150,Impenetrability V
1486,36868,28,200,Impenetrability VI
1487,36868,28,-20,Brittlemail I
1488,36868,28,-50,Brittlemail II
1489,36868,28,-75,Brittlemail III
1490,36868,28,-100,Brittlemail IV
1491,36868,28,-150,Brittlemail V
1492,36868,28,-200,Brittlemail VI
1493,36872,18,0.111,Acid Bane I
1494,36872,18,0.25,Acid Bane II
1495,36872,18,0.5,Acid Bane III
1496,36872,18,0.75,Acid Bane IV
1497,36872,18,1,Acid Bane V
1498,36872,18,1.5,Acid Bane VI
1499,36872,18,-0.111,Acid Lure I
1500,36872,18,-0.25,Acid Lure II
1501,36872,18,-0.5,Acid Lure III
1502,36872,18,-0.75,Acid Lure IV
1503,36872,18,-1,Acid Lure V
1504,36872,18,-1.5,Acid Lure VI
1505,36872,15,-0.111,Bludgeon Lure I
1506,36872,15,-0.25,Bludgeon Lure II
1507,36872,15,-0.5,Bludgeon Lure III
1508,36872,15,-0.75,Bludgeon Lure IV
1509,36872,15,-1,Bludgeon Lure V
1510,36872,15,-1.5,Bludgeon Lure VI
1511,36872,15,0.111,Bludgeon Bane I
1512,36872,15,0.25,Bludgeon Bane II
1513,36872,15,0.5,Bludgeon Bane III
1514,36872,15,0.75,Bludgeon Bane IV
1515,36872,15,1,Bludgeon Bane V
1516,36872,15,1.5,Bludgeon Bane VI
1517,36872,16,-0.111,Frost Lure I
1518,36872,16,-0.25,Frost Lure II
1519,36872,16,-0.5,Frost Lure III
1520,36872,16,-0.75,Frost Lure IV
1521,36872,16,-1,Frost Lure V
1522,36872,16,-1.5,Frost Lure VI
1523,36872,16,0.111,Frost Bane I
1524,36872,16,0.25,Frost Bane II
1525,36872,16,0.5,Frost Bane III
1526,36872,16,0.75,Frost Bane IV
1527,36872,16,1,Frost Bane V
1528,36872,16,1.5,Frost Bane VI
1529,36872,19,-0.111,Lightning Lure I
1530,36872,19,-0.25,Lightning Lure II
1531,36872,19,-0.5,Lightning Lure III
1532,36872,19,-0.75,Lightning Lure IV
1533,36872,19,-1,Lightning Lure V
1534,36872,19,-1.5,Lightning Lure VI
1535,36872,19,0.111,Lightning Bane I
1536,36872,19,0.25,Lightning Bane II
1537,36872,19,0.5,Lightning Bane III
1538,36872,19,0.75,Lightning Bane IV
1539,36872,19,1,Lightning Bane V
1540,36872,19,1.5,Lightning Bane VI
1541,36872,17,-0.111,Flame Lure I
1542,36872,17,-0.25,Flame Lure II
1543,36872,17,-0.5,Flame Lure III
1544,36872,17,-0.75,Flame Lure IV
1545,36872,17,-1,Flame Lure V
1546,36872,17,-1.5,Flame Lure VI
1547,36872,17,0.111,Flame Bane I
1548,36872,17,0.25,Flame Bane II
1549,36872,17,0.5,Flame Bane III
1550,36872,17,0.75,Flame Bane IV
1551,36872,17,1,Flame Bane V
1552,36872,17,1.5,Flame Bane VI
1553,36872,13,-0.25,Blade Lure II
1554,36872,13,-0.5,Blade Lure III
1555,36872,13,-0.75,Blade Lure IV
1556,36872,13,-1,Blade Lure V
1557,36872,13,-1.5,Blade Lure VI
1558,36872,13,0.25,Blade Bane II
1559,36872,13,0.5,Blade Bane III
1560,36872,13,0.75,Blade Bane IV
1561,36872,13,1,Blade Bane V
1562,36872,13,1.5,Blade Bane VI
1563,36872,14,-0.111,Piercing Lure I
1564,36872,14,-0.25,Piercing Lure II
1565,36872,14,-0.5,Piercing Lure III
1566,36872,14,-0.75,Piercing Lure IV
1567,36872,14,-1,Piercing Lure V
1568,36872,14,-1.5,Piercing Lure VI
1569,36872,14,0.111,Piercing Bane I
1570,36872,14,0.25,Piercing Bane II
1571,36872,14,0.5,Piercing Bane III
1572,36872,14,0.75,Piercing Bane IV
1573,36872,14,1,Piercing Bane V
1574,36872,14,1.5,Piercing Bane VI
1575,36868,38,10,Strengthen Lock I
1576,36868,38,25,Strengthen Lock II
1577,36868,38,50,Strengthen Lock III
1578,36868,38,75,Strengthen Lock IV
1579,36868,38,100,Strengthen Lock V
1580,36868,38,150,Strengthen Lock VI
1581,36868,38,-10,Weaken Lock I
1582,36868,38,-25,Weaken Lock II
1583,36868,38,-50,Weaken Lock III
1584,36868,38,-75,Weaken Lock IV
1585,36868,38,-100,Weaken Lock V
1586,36868,38,-150,Weaken Lock VI
1587,33591304,168,0.03,Aura of Heart Seeker Self I
1588,33591304,168,0.05,Aura of Heart Seeker Self II
1589,33591304,168,0.07,Aura of Heart Seeker Self III
1590,33591304,168,0.1,Aura of Heart Seeker Self IV
1591,33591304,168,0.13,Aura of Heart Seeker Self V
1592,33591304,168,0.15,Aura of Heart Seeker Self VI
1593,36872,62,-0.03,Turn Blade I
1594,36872,62,-0.05,Turn Blade II
1595,36872,62,-0.07,Turn Blade III
1596,36872,62,-0.1,Turn Blade IV
1597,36872,62,-0.13,Turn Blade V
1598,36872,62,-0.15,Turn Blade VI
1599,36872,169,0.03,Aura of Defender Self I
1601,36872,169,0.05,Aura of Defender Self II
1602,36872,169,0.075,Aura of Defender Self III
1603,36872,169,0.1,Aura of Defender Self IV
1604,36872,169,0.13,Aura of Defender Self V
1605,36872,169,0.15,Aura of Defender Self VI
1606,36872,29,-0.03,Lure Blade I
1607,36872,29,-0.05,Lure Blade II
1608,36872,29,-0.075,Lure Blade III
1609,36872,29,-0.1,Lure Blade IV
1610,36872,29,-0.13,Lure Blade V
1611,36872,29,-0.15,Lure Blade VI
1612,33591300,360,4,Aura of Blood Drinker Self II
1613,33591300,360,8,Aura of Blood Drinker Self III
1614,33591300,360,12,Aura of Blood Drinker Self IV
1615,33591300,360,16,Aura of Blood Drinker Self V
1616,33591300,360,20,Aura of Blood Drinker Self VI
1617,36868,44,-4,Blood Loather II
1618,36868,44,-8,Blood Loather III
1619,36868,44,-12,Blood Loather IV
1620,36868,44,-16,Blood Loather V
1621,36868,44,-20,Blood Loather VI
1623,33591300,361,-20,Aura of Swift Killer Self II
1624,33591300,361,-30,Aura of Swift Killer Self III
1625,33591300,361,-40,Aura of Swift Killer Self IV
1626,33591300,361,-50,Aura of Swift Killer Self V
1627,33591300,361,-60,Aura of Swift Killer Self VI
1629,36868,49,20,Leaden Weapon II
1630,36868,49,30,Leaden Weapon III
1631,36868,49,40,Leaden Weapon IV
1632,36868,49,50,Leaden Weapon V
1633,36868,49,60,Leaden Weapon VI
1638,36880,7,-10,Defenselessness Self I
1639,36880,7,-15,Defenselessness Self II
1640,36880,7,-20,Defenselessness Self III
1641,36880,7,-25,Defenselessness Self IV
1642,36880,7,-30,Defenselessness Self V
1643,36880,7,-35,Defenselessness Self VI
1644,36880,24,330,The Gift of Sarneho
1709,36880,39,10,Cooking Mastery Other I
1710,36880,39,15,Cooking Mastery Other II
1711,36880,39,20,Cooking Mastery Other III
1712,36880,39,25,Cooking Mastery Other IV
1713,36880,39,30,Cooking Mastery Other V
1714,36880,39,35,Cooking Mastery Other VI
1715,36880,39,10,Cooking Mastery Self I
1716,36880,39,15,Cooking Mastery Self II
1717,36880,39,20,Cooking Mastery Self III
1718,36880,39,25,Cooking Mastery Self IV
1719,36880,39,30,Cooking Mastery Self V
1720,36880,39,35,Cooking Mastery Self VI
1721,36880,39,-10,Cooking Ineptitude Other I
1722,36880,39,-15,Cooking Ineptitude Other II
1723,36880,39,-20,Cooking Ineptitude Other III
1724,36880,39,-25,Cooking Ineptitude Other IV
1725,36880,39,-30,Cooking Ineptitude Other V
1726,36880,39,-35,Cooking Ineptitude Other VI
1727,36880,39,-10,Cooking Ineptitude Self I
1728,36880,39,-15,Cooking Ineptitude Self II
1729,36880,39,-20,Cooking Ineptitude Self III
1730,36880,39,-25,Cooking Ineptitude Self IV
1731,36880,39,-30,Cooking Ineptitude Self V
1732,36880,39,-35,Cooking Ineptitude Self VI
1733,36880,37,10,Fletching Mastery Other I
1734,36880,37,15,Fletching Mastery Other II
1735,36880,37,20,Fletching Mastery Other III
1736,36880,37,25,Fletching Mastery Other IV
1737,36880,37,30,Fletching Mastery Other V
1738,36880,37,35,Fletching Mastery Other VI
1739,36880,37,10,Fletching Mastery Self I
1740,36880,37,15,Fletching Mastery Self II
1741,36880,37,20,Fletching Mastery Self III
1742,36880,37,25,Fletching Mastery Self IV
1743,36880,37,30,Fletching Mastery Self V
1744,36880,37,35,Fletching Mastery Self VI
1745,36880,37,-10,Fletching Ineptitude Other I
1746,36880,37,-15,Fletching Ineptitude Other II
1747,36880,37,-20,Fletching Ineptitude Other III
1748,36880,37,-25,Fletching Ineptitude Other IV
1749,36880,37,-30,Fletching Ineptitude Other V
1750,36880,37,-35,Fletching Ineptitude Other VI
1751,36880,37,-10,Fletching Ineptitude Self I
1752,36880,37,-15,Fletching Ineptitude Self II
1753,36880,37,-20,Fletching Ineptitude Self III
1754,36880,37,-25,Fletching Ineptitude Self IV
1755,36880,37,-30,Fletching Ineptitude Self V
1756,36880,37,-35,Fletching Ineptitude Self VI
1757,36880,38,10,Alchemy Mastery Other I
1758,36880,38,15,Alchemy Mastery Other II
1759,36880,38,20,Alchemy Mastery Other III
1760,36880,38,25,Alchemy Mastery Other IV
1761,36880,38,30,Alchemy Mastery Other V
1762,36880,38,35,Alchemy Mastery Other VI
1763,36880,38,10,Alchemy Mastery Self I
1764,36880,38,15,Alchemy Mastery Self II
1765,36880,38,20,Alchemy Mastery Self III
1766,36880,38,25,Alchemy Mastery Self IV
1767,36880,38,30,Alchemy Mastery Self V
1768,36880,38,35,Alchemy Mastery Self VI
1769,36880,38,-10,Alchemy Ineptitude Other I
1770,36880,38,-15,Alchemy Ineptitude Other II
1771,36880,38,-20,Alchemy Ineptitude Other III
1772,36880,38,-25,Alchemy Ineptitude Other IV
1773,36880,38,-30,Alchemy Ineptitude Other V
1774,36880,38,-35,Alchemy Ineptitude Other VI
1775,36880,38,-10,Alchemy Ineptitude Self I
1776,36880,38,-15,Alchemy Ineptitude Self II
1777,36880,38,-20,Alchemy Ineptitude Self III
1778,36880,38,-25,Alchemy Ineptitude Self IV
1779,36880,38,-30,Alchemy Ineptitude Self V
1780,36880,38,-35,Alchemy Ineptitude Self VI
1782,36880,36,-30,Gertarh's Curse
1846,36880,15,-10,Curse of Black Fire
1992,36880,38,1,Camping Mastery
1993,36880,38,-1,Camping Ineptitude
1994,33591300,360,25,Aura of Wound Twister
1995,33591300,361,-20,Aura of Alacrity
1996,33591304,168,0.1,Aura of Soul Hunter
1997,36866,1,15,Life Giver
1998,36866,3,15,Stamina Giver
1999,36866,5,15,Mana Giver
2003,36866,1,5,Warrior's Lesser Vitality
2004,36866,1,10,Warrior's Vitality
2005,36866,1,15,Warrior's Greater Vitality
2006,36866,1,20,Warrior's Ultimate Vitality
2007,36866,3,10,Warrior's Lesser Vigor
2008,36866,3,20,Warrior's Vigor
2009,36866,3,30,Warrior's Greater Vigor
2010,36866,3,40,Warrior's Ultimate Vigor
2011,36866,5,10,Wizard's Lesser Intellect
2012,36866,5,15,Wizard's Intellect
2013,36866,5,20,Wizard's Greater Intellect
2014,36866,5,30,Wizard's Ultimate Intellect
2015,36868,28,220,Aerfalle's Ward
2016,36866,5,100,Impulse
2043,36865,1,-800,Weight of Eternity
2044,36880,32,-3500,Item Befoulment
2047,41088,0,2000,Demonskin
2048,36880,15,200,Boon of the Demon
2049,33591300,360,60,Bile of the Hopeslayer
2052,41088,0,225,Executor's Boon
2053,41088,0,225,Executor's Blessing
2054,36865,5,-40,Synaptic Misfire
2055,36865,5,-40,Bafflement Self VII
2056,36865,4,-40,Ataxia
2057,36865,4,-40,Clumsiness Self VII
2058,36865,4,40,Boon of Refinement
2059,36865,4,40,Honed Control
2060,36865,2,40,Temeritous Touch
2061,36865,2,40,Perseverance
2064,36865,6,-40,Self Loathing
2065,36865,6,-40,Feeblemind Self VII
2066,36865,5,40,Calming Gaze
2067,36865,5,40,Inner Calm
2068,36865,2,-40,Brittle Bones
2069,36865,2,-40,Frailty Self VII
2074,41088,0,-225,Gossamer Flesh
2075,41088,0,-225,Imperil Self VII
2080,36865,3,40,Ogfoot
2081,36865,3,40,Hastening
2084,36865,3,-40,Belly of Lead
2085,36865,3,-40,Slowness Self VII
2086,36865,1,40,Might of the 5 Mules
2087,36865,1,40,Might of the Lugians
2088,36865,1,-40,Senescence
2089,36865,1,-40,Weakness Self VII
2090,36865,6,40,Bolstered Will
2091,36865,6,40,Mind Blossom
2092,36872,18,1.7,Olthoi's Bane
2093,36872,18,-1.7,Olthoi Bait
2094,36872,13,1.7,Swordsman's Bane
2095,36872,13,-1.7,Swordsman Bait
2096,33591300,360,22,Aura of Infected Caress
2097,36868,44,-22,Pacification
2098,36872,15,1.7,Tusker's Bane
2099,36872,15,-1.7,Tusker Bait
2100,36868,28,-220,Tattercoat
2101,36872,169,0.17,Aura of Cragstone's Will
2102,36872,17,1.7,Inferno's Bane
2103,36872,17,-1.7,Inferno Bait
2104,36872,16,1.7,Gelidite's Bane
2105,36872,16,-1.7,Gelidite Bait
2106,33591304,168,0.17,Aura of Elysa's Sight
2107,20488,144,0.5882,Cabalistic Ostracism
2108,36868,28,220,Brogard's Defiance
2109,36868,49,70,Lugian's Speed
2110,36872,19,1.7,Astyrrian's Bane
2111,36872,19,-1.7,Astyrrian Bait
2112,36872,29,-0.17,Wi's Folly
2113,36872,14,1.7,Archer's Bane
2114,36872,14,-1.7,Archer Bait
2115,36868,38,200,Fortified Lock
2116,33591300,361,-70,Aura of Atlan's Alacrity
2117,20488,171,1.7,Aura of Mystic's Blessing
2118,36872,62,-0.17,Clouded Motives
2119,36868,38,-200,Vagabond's Gift
2148,20488,69,0.35,Caustic Boon
2149,20488,69,0.35,Caustic Blessing
2150,20488,64,0.35,Boon of the Blade Turner
2151,20488,64,0.35,Blessing of the Blade Turner
2152,20488,66,0.35,Boon of the Mace Turner
2153,20488,66,0.35,Blessing of the Mace Turner
2154,20488,68,0.35,Icy Boon
2155,20488,68,0.35,Icy Blessing
2156,20488,67,0.35,Fiery Boon
2157,20488,67,0.35,Fiery Blessing
2158,20488,70,0.35,Storm's Boon
2159,20488,70,0.35,Storm's Blessing
2160,20488,65,0.35,Boon of the Arrow Turner
2161,20488,65,0.35,Blessing of the Arrow Turner
2162,20488,69,2.85,Olthoi's Gift
2163,20488,69,2.85,Acid Vulnerability Self VII
2164,20488,64,2.85,Swordsman's Gift
2165,20488,64,2.85,Blade Vulnerability Self VII
2166,20488,66,2.85,Tusker's Gift
2167,20488,66,2.85,Bludgeoning Vulnerability Self VII
2168,20488,68,2.85,Gelidite's Gift
2169,20488,68,2.85,Cold Vulnerability Self VII
2170,20488,67,2.85,Inferno's Gift
2171,20488,67,2.85,Fire Vulnerability Self VII
2172,20488,70,2.85,Astyrrian's Gift
2173,20488,70,2.85,Lightning Vulnerability Self VII
2174,20488,65,2.85,Archer's Gift
2175,20488,65,2.85,Piercing Vulnerability Self VII
2176,20488,4,0.4,Enervation
2177,20488,4,0.4,Exhaustion Self VII
2178,20488,3,0.4,Decrepitude's Grasp
2179,20488,3,0.4,Fester Self VII
2180,20488,5,0.4,Energy Flux
2181,20488,5,0.4,Mana Depletion Self VII
2182,20488,5,2.15,Battlemage's Boon
2183,20488,5,2.15,Battlemage's Blessing
2184,20488,3,2.15,Hydra's Head
2185,20488,3,2.15,Robustify
2186,20488,4,2.15,Tenaciousness
2187,20488,4,2.15,Unflinching Persistence
2188,36880,38,-40,Bottle Breaker
2189,36880,38,-40,Alchemy Ineptitude Self VII
2190,36880,38,40,Silencia's Boon
2191,36880,38,40,Silencia's Blessing
2192,36880,14,-40,Hands of Chorizite
2193,36880,14,-40,Arcane Benightedness Self VII
2194,36880,14,40,Aliester's Boon
2195,36880,14,40,Aliester's Blessing
2196,36880,29,40,Jibril's Boon
2197,36880,29,40,Jibril's Blessing
2198,36880,29,-40,Jibril's Vitae
2199,36880,29,-40,Armor Tinkering Ignorance Self VII
2200,36880,45,-40,Light Weapon Ineptitude Other VII
2201,36880,45,-40,Light Weapon Ineptitude Self VII
2202,36880,45,40,Light Weapon Mastery Other VII
2203,36880,45,40,Light Weapon Mastery Self VII
2204,36880,47,-40,Missile Weapon Ineptitude Other VII
2205,36880,47,-40,Missile Weapon Ineptitude Self VII
2206,36880,47,40,Missile Weapon Mastery Other VII
2207,36880,47,40,Missile Weapon Mastery Self VII
2208,36880,39,-40,Challenger's Legacy
2209,36880,39,-40,Cooking Ineptitude Self VII
2210,36880,39,40,Morimoto's Boon
2211,36880,39,40,Morimoto's Blessing
2212,36880,31,-40,Wrath of Adja
2213,36880,31,-40,Creature Enchantment Ineptitude Self VII
2214,36880,31,40,Adja's Boon
2215,36880,31,40,Adja's Blessing
2216,36880,47,-40,Missile Weapon Ineptitude Other VII
2217,36880,47,-40,Missile Weapon Ineptitude Self VII
2218,36880,47,40,Missile Weapon Mastery Other VII
2219,36880,47,40,Missile Weapon Mastery Self VII
2220,36880,46,-40,Finesse Weapon Ineptitude Other VII
2221,36880,46,-40,Finesse Weapon Ineptitude Self VII
2222,36880,46,40,Finesse Weapon Mastery Other VII
2223,36880,46,40,Finesse Weapon Mastery Self VII
2224,36880,20,-40,Hearts on Sleeves
2225,36880,20,-40,Deception Ineptitude Self VII
2226,36880,20,40,Ketnan's Boon
2227,36880,20,40,Ketnan's Blessing
2228,36880,7,-40,Broadside of a Barn
2229,36880,7,-40,Defenselessness Self VII
2230,36880,36,-40,Sashi Mu's Kiss
2231,36880,36,-40,Faithlessness Self VII
2232,36880,36,40,Odif's Boon
2233,36880,36,40,Odif's Blessing
2234,36880,37,-40,Twisted Digits
2235,36880,37,-40,Fletching Ineptitude Self VII
2236,36880,37,40,Lilitha's Boon
2237,36880,37,40,Lilitha's Blessing
2238,36880,21,-40,Unsteady Hands
2239,36880,21,-40,Healing Ineptitude Self VII
2240,36880,21,40,Avalenne's Boon
2241,36880,21,40,Avalenne's Blessing
2242,36880,7,40,Web of Deflection
2243,36880,7,40,Aura of Deflection
2244,36880,6,40,Web of Defense
2245,36880,6,40,Aura of Defense
2246,36880,32,-40,Wrath of Celcynd
2247,36880,32,-40,Item Enchantment Ineptitude Self VII
2248,36880,32,40,Celcynd's Boon
2249,36880,32,40,Celcynd's Blessing
2250,36880,18,40,Yoshi's Boon
2251,36880,18,40,Yoshi's Blessing
2252,36880,18,-40,Unfortunate Appraisal
2253,36880,18,-40,Item Tinkering Ignorance Self VII
2254,36880,22,-40,Feat of Radaz
2255,36880,22,-40,Jumping Ineptitude Self VII
2256,36880,22,40,Jahannan's Boon
2257,36880,22,40,Jahannan's Blessing
2258,36880,24,-40,Gears Unwound
2259,36880,24,-40,Leaden Feet Self VII
2260,36880,35,-40,Kwipetian Vision
2261,36880,35,-40,Leadership Ineptitude Self VII
2262,36880,35,40,Ar-Pei's Boon
2263,36880,35,40,Ar-Pei's Blessing
2264,36880,33,-40,Wrath of Harlune
2265,36880,33,-40,Life Magic Ineptitude Self VII
2266,36880,33,40,Harlune's Boon
2267,36880,33,40,Harlune's Blessing
2268,36880,23,-40,Fat Fingers
2269,36880,23,-40,Lockpick Ineptitude Self VII
2270,36880,23,40,Oswald's Boon
2271,36880,23,40,Oswald's Blessing
2272,36880,45,-40,Light Weapon Ineptitude Other VII
2273,36880,45,-40,Light Weapon Ineptitude Self VII
2274,36880,45,40,Light Weapon Mastery Other VII
2275,36880,45,40,Light Weapon Mastery Self VII
2276,36880,30,40,Celdiseth's Boon
2277,36880,30,40,Celdiseth's Blessing
2278,36880,30,-40,Eyes Clouded
2279,36880,30,-40,Magic Item Tinkering Ignorance Self VII
2280,36880,15,40,Web of Resistance
2281,36880,15,40,Aura of Resistance
2282,36880,15,-40,Futility
2283,36880,15,-40,Magic Yield Self VII
2284,36880,16,-40,Inefficient Investment
2285,36880,16,-40,Mana Conversion Ineptitude Self VII
2286,36880,16,40,Nuhmudira's Boon
2287,36880,16,40,Nuhmudira's Blessing
2288,36880,27,40,Topheron's Boon
2289,36880,27,40,Topheron's Blessing
2290,36880,27,-40,Ignorance's Bliss
2291,36880,27,-40,Monster Unfamiliarity Self VII
2292,36880,19,40,Kaluhc's Boon
2293,36880,19,40,Kaluhc's Blessing
2294,36880,19,-40,Introversion
2295,36880,19,-40,Person Unfamiliarity Self VII
2296,36880,45,-40,Light Weapon Ineptitude Other VII
2297,36880,45,-40,Light Weapon Ineptitude Self VII
2298,36880,45,40,Light Weapon Mastery Other VII
2299,36880,45,40,Light Weapon Mastery Self VII
2300,36880,24,40,Saladur's Boon
2301,36880,24,40,Saladur's Blessing
2302,36880,45,-40,Light Weapon Ineptitude Other VII
2303,36880,45,-40,Light Weapon Ineptitude Self VII
2304,36880,45,40,Light Weapon Mastery Other VII
2305,36880,45,40,Light Weapon Mastery Self VII
2306,36880,44,-40,Heavy Weapon Ineptitude Other VII
2307,36880,44,-40,Heavy Weapon Ineptitude Self VII
2308,36880,44,40,Heavy Weapon Mastery Other VII
2309,36880,44,40,Heavy Weapon Mastery Self VII
2310,36880,47,-40,Missile Weapon Ineptitude Other VII
2311,36880,47,-40,Missile Weapon Ineptitude Self VII
2312,36880,47,40,Missile Weapon Mastery Other VII
2313,36880,47,40,Missile Weapon Mastery Self VII
2314,36880,45,-40,Light Weapon Ineptitude Other VII
2315,36880,45,40,Light Weapon Mastery Other VII
2316,36880,45,40,Light Weapon Mastery Self VII
2317,36880,45,-40,Light Weapon Ineptitude Other VII
2318,36880,6,-40,Gravity Well
2319,36880,6,-40,Vulnerability Self VII
2320,36880,34,-40,Wrath of the Hieromancer
2321,36880,34,-40,War Magic Ineptitude Self VII
2322,36880,34,40,Hieromancer's Boon
2323,36880,34,40,Hieromancer's Blessing
2324,36880,28,40,Koga's Boon
2325,36880,28,40,Koga's Blessing
2326,36880,28,-40,Eye of the Grunt
2327,36880,28,-40,Weapon Tinkering Ignorance Self VII
2346,36866,5,-50,Malediction
2347,36865,5,25,Concentration
2348,36865,5,50,Brilliance
2349,36868,28,170,Hieromancer's Ward
2350,36872,18,1,Greater Decay Durance
2351,36872,17,1,Greater Consumption Durance
2352,36872,16,1,Greater Stasis Durance
2353,36872,19,1,Greater Stimulation Durance
2354,36872,14,0.25,Lesser Piercing Durance
2355,36872,13,0.25,Lesser Slashing Durance
2356,36872,15,0.25,Lesser Bludgeoning Durance
2357,36880,27,60,Fauna Perlustration
2370,20488,69,4,Gift of Rotting Flesh
2371,20488,67,4,Curse of Mortal Flesh
2372,20488,3,0,Price of Immortality
2373,36866,1,-50,Enervation of the Heart
2374,36866,3,-50,Enervation of the Limb
2375,36866,5,-50,Enervation of the Mind
2376,36880,34,5,Glimpse of Annihilation
2377,36880,34,10,Vision of Annihilation
2378,36880,31,10,Beast Murmur
